source,target,x,y,slat,slng,tlat,tlng,label,fre,ebt
2622,2954,52.42110009,-37.49403663,28.0547,120.64565,28.05735,120.66573,2,541,0
758,1386,-26.97942459,-32.08498849,27.99542,120.68153,27.98557,120.68544,0,40,0
1871,1885,7.743510777,25.03106531,27.96874,120.65488,27.96887,120.61609,-1,0,65.05968927
1578,2920,7.857336172,34.87567972,27.97058,120.5853,27.85731,120.58608,-1,0,0
803,2581,23.41769215,-50.72072326,28.02715,120.65114,28.020019,120.648575,-1,183,0
109,2085,66.38421057,-9.230621312,28.03316,120.59087,28.04973,120.58807,12,98,0
1348,2418,-13.71967773,49.03662978,27.92776,120.69408,27.93672,120.67951,13,91,0
298,1245,-2.431735201,45.72321662,27.92054,120.70164,27.92828,120.69722,13,53,0
2187,2966,-34.01926049,45.03320139,27.89058,120.80958,27.90319,120.81717,7,88,0
468,2177,44.26643248,13.44852412,28.02464,120.59155,28.024786,120.575538,-1,52,0
687,1591,-29.72624635,-11.95146788,28.006318,120.696659,28.00528,120.70899,1,27,0
1628,2392,-22.49889689,-48.45063391,28.01497,120.68572,28.00878,120.68835,1,67,0
48,2651,-20.34635848,-57.41372379,28.01947,120.67661,28.0228,120.67335,3,199,0
2061,2903,-25.36776055,-24.92493504,27.98839,120.68338,27.98648,120.68189,0,3180,0
317,1736,17.81678034,-24.94877635,28.01994,120.655,28.029592,120.6244,-1,2,176.7968356
1596,2087,6.259174761,-35.42778364,28.027266,120.655901,28.02363,120.66164,-1,108,0
976,2137,44.94809405,-22.16105129,28.044851,120.648285,28.04852,120.65349,2,6,0
971,1469,-45.17819426,29.39847932,27.92205,120.80111,27.93568,120.7957,7,89,0
633,1053,-35.80643135,4.652420456,27.98491,120.70392,27.99068,120.7167,-1,16,0
124,2682,15.84512105,4.000110952,27.99261,120.62341,27.99605,120.64769,-1,99,0
382,2294,17.69259553,-49.86662058,28.01967,120.6623,28.017358,120.65303,3,100,0
79,969,-9.743465543,54.12518879,27.921889,120.696181,27.92722,120.69833,13,414,0
2391,2829,-80.99706827,3.493908144,28.034242,120.80361,28.02612,120.79589,14,154,0
968,985,3.999912269,56.88678497,27.92497,120.69109,27.92393,120.69186,13,148,0
9,2089,-0.683170061,-1.092322701,27.99378,120.6501,27.970224,120.651685,-1,2,0
2278,2433,-12.30566105,-60.65584787,28.0258,120.65965,28.02202,120.66394,-1,60,0
491,919,-0.881294879,-21.45517599,28.014866,120.661141,28.01517,120.66789,3,62,0
372,1321,-25.06218008,-34.74671107,27.99629,120.68028,27.99863,120.68954,0,49,0
2059,2963,23.06638528,34.23382429,27.987233,120.614505,27.98802,120.61588,6,21781,0
255,966,-50.24908535,46.4591125,27.91211,120.79786,27.918388,120.823666,7,129,0
714,2415,12.75031991,-31.12570953,28.02373,120.65221,28.02,120.655,-1,47,0
521,565,-4.548353083,-11.16210913,27.99979,120.66739,28.00841,120.66454,3,94,0
724,2567,-1.716668562,0.90376349,27.99279,120.64931,27.992138,120.656444,-1,203,0
423,2962,-59.22412394,32.62435481,27.962446,120.822852,27.95764,120.82445,7,2048,0
1002,2840,57.11633392,6.734585271,28.04392,120.5765,28.04323,120.58656,12,15,0
849,1411,9.158883969,-47.96836113,28.01215,120.65165,28.0124,120.650632,3,40,0
1657,1736,40.58327294,-13.85241669,28.04146,120.62266,28.029592,120.6244,2,23,0
909,1794,-11.11245748,22.71259149,27.95992,120.64877,27.94302,120.67619,4,25,0
1061,1284,-4.147931343,50.59642331,27.92415,120.70545,27.94439,120.71319,-1,3,0
1549,2214,-31.65600701,-2.604363545,27.98966,120.70619,27.9598,120.68203,-1,23,0
111,828,-9.504637492,27.51941116,27.95612,120.65155,27.96168,120.677789,4,62,0
1406,1977,-9.84248245,-13.33741975,27.99845,120.67286,27.99753,120.67522,0,93,0
1074,1152,0.027419552,-65.36818373,28.014943,120.655064,28.013647,120.656985,3,69,0
2031,2034,16.09885594,-42.92583428,28.024044,120.64407,28.024044,120.644074,3,4,0
797,2774,-58.20228842,10.9447511,27.97373,120.74409,27.96407,120.76438,5,114,0
487,2471,-6.637152068,-16.62180612,27.98776,120.67428,28.00877,120.66836,-1,12,0
1435,2137,47.61140097,-20.71975287,28.046174,120.636789,28.04852,120.65349,2,19,0
220,1764,20.13759777,24.0569127,27.9974,120.58543,27.96875,120.60619,6,8,0
112,766,23.2804636,-11.65226529,28.01472,120.61007,28.00726,120.61292,-1,5946,0
72,188,16.30205956,29.81116197,27.97367,120.59704,27.97988,120.63103,6,78,0
2227,2281,-6.630882423,5.562047263,27.98375,120.66578,28.00143,120.63625,-1,2,0
1959,2717,3.652357656,-31.62436901,28.02514,120.6594,28.024111,120.656361,3,25,0.464840897
147,1626,35.07054901,21.70347885,28.01625,120.60085,28.01389,120.60169,8,6267,0
449,599,-6.285876656,43.72693104,27.93173,120.70133,27.97321,120.72684,-1,0,0
745,2968,9.76004521,-29.8994163,28.04541,120.65027,28.02802,120.6546,2,15,0
464,1481,14.41036216,41.71097111,27.9659,120.64111,27.96111,120.6227,6,427,0
510,1503,54.29351081,16.33162523,28.04567,120.60077,28.0363,120.5857,12,37,0
1489,1814,15.27951675,63.91615415,27.861,120.67971,27.88108,120.671,15,63,0
1329,2528,4.120851568,-33.14350487,28.02655,120.65947,28.023744,120.653645,2,9,0
1239,1295,14.34095483,72.83493547,27.87124,120.64996,27.87791,120.67133,15,2161,0
2250,2272,-3.897009514,66.00380522,27.92446,120.6923,27.91974,120.69145,13,16109,0
1143,2362,-10.5369695,64.91803397,27.92288,120.70458,27.92159,120.70412,13,943,0
77,1081,-1.223160876,-7.893271028,28.00743,120.64853,27.997963,120.659738,3,6,0
48,895,-71.84841749,-4.258800235,28.01947,120.67661,28.03688,120.73858,-1,71,0
539,1689,19.09292292,-56.49013548,28.01516,120.65303,28.02095,120.64389,3,347,0
637,906,-41.79868769,-40.57081296,28.01522,120.68916,28.01211,120.69386,1,1296,0
1094,2653,48.92330081,3.093598592,28.01845,120.59962,28.03697,120.58917,-1,101,0
646,688,-20.70790554,-43.16236035,28.02101,120.67872,28.008405,120.68283,-1,61,0
205,2099,-28.77084218,-27.6344731,27.9885,120.68917,27.99084,120.68506,0,789,0
680,2641,-56.37155988,32.3036349,27.95109,120.83505,28.00624,120.82807,-1,19,0
61,758,-16.99395362,-17.57018774,28.00969,120.67408,27.99542,120.68153,-1,71,0
1898,2142,-34.91388715,-3.843270529,27.988654,120.709784,27.98684,120.71242,1,29,0
2733,2890,24.19379405,-30.14223092,28.019524,120.631948,28.02424,120.6348,3,171,0
1998,2550,15.09709963,17.00584315,27.987217,120.623164,27.98622,120.61752,6,190,0
477,1956,-62.3271837,-9.812536289,27.994763,120.731284,27.96946,120.72066,-1,19,0
1794,2624,-33.58364252,9.905817345,27.94302,120.67619,27.97603,120.71773,-1,0,0
1290,1904,-25.12361095,-16.17653444,28.003203,120.691994,28.01361,120.68305,1,0,0
615,2190,-20.82762853,-0.582669159,27.99109,120.67677,27.98235,120.67423,-1,210,0
2392,2755,-22.29182969,-35.1324866,28.00878,120.68835,27.99953,120.68067,-1,4,0
254,617,35.1726654,8.587907779,28.023933,120.596926,28.013371,120.594287,8,24,0
841,962,22.42144996,-36.80124066,28.0171,120.63698,28.017111,120.631666,-1,125,0
7,1605,17.81000571,-41.04324716,28.0131,120.641,28.01353,120.6398,3,16,0
1255,2373,-12.10414232,-31.47949175,27.9997,120.67055,27.99672,120.65264,3,12,0
278,430,-35.86495683,-28.36137805,28.00309,120.69882,28.00437,120.69558,1,70,0
1053,2360,-41.30580368,8.031894326,27.99068,120.7167,27.97589,120.75072,-1,46,0
976,2743,48.53982708,-20.59246348,28.044851,120.648285,28.049957,120.622963,2,51,0
1758,1977,-19.27594312,-34.8255386,27.99447,120.68038,27.99753,120.67522,0,40,0
461,1581,-41.3743339,45.34911217,27.8974,120.81737,27.90633,120.81918,7,471,0
874,2831,42.54763763,-33.95484246,28.04411,120.64767,28.04021,120.64658,2,330,0
1660,2033,-35.79122036,34.83763994,27.91134,120.80988,27.9196,120.81824,7,100,0
1848,2756,-26.70649787,-27.23813725,27.96164,120.66747,27.98645,120.68772,-1,9,0
246,1895,-18.47446313,22.47223237,27.95634,120.66596,27.96905,120.70307,-1,89,0
547,2341,-25.91598742,-26.40767232,27.98521,120.67877,27.98923,120.68066,0,74,0
2200,2225,43.34030229,-41.95278917,28.03746,120.65611,28.01963,120.71371,-1,0,0
669,1134,23.23964445,-3.78769128,28.01255,120.63174,27.99644,120.63354,-1,99,0
384,490,19.48753449,-6.197558688,28.01405,120.63301,28.00307,120.6298,-1,17,0
615,1470,-12.20182084,-3.802559894,27.99109,120.67677,27.97225,120.68006,-1,12,0
883,911,-47.29298219,-4.319688267,27.99238,120.73064,27.96141,120.73461,-1,30,0.27722611
227,2151,52.53769996,-18.74441005,28.05333,120.63083,28.06452,120.61682,-1,101,0
1810,2496,-56.51376701,25.15546382,27.934862,120.767714,27.94412,120.76969,5,7455,0
812,2294,18.21368959,-59.03808894,28.01375,120.6551,28.017358,120.65303,3,803,0
1110,1794,-19.24166075,31.56617513,27.946867,120.69923,27.94302,120.67619,-1,4702,0
2046,2560,-32.64735625,48.624993,27.88702,120.81085,27.86448,120.80129,7,36,0
966,2303,-50.60935831,46.73963818,27.918388,120.823666,27.90821,120.80227,7,278,0
421,2835,-35.91439576,28.79711144,27.91626,120.8268,27.94411,120.78597,7,16,0
1510,1796,35.32493722,-21.17412344,28.023269,120.632426,28.04071,120.63988,2,0,0
176,1981,42.64976088,-4.886863536,28.02521,120.6105,28.04382,120.61146,-1,91,0
1622,2427,-25.15293483,-39.94588846,28.00126,120.6875,28.0086,120.6772,0,10,0
1207,1402,-19.82223274,-45.08495853,28.01158,120.67785,28.014576,120.681581,-1,30,0
1239,1688,-9.081632751,3.783585794,27.87124,120.64996,27.983768,120.665796,-1,145,0
438,1899,58.60929822,-5.137787538,28.03933,120.62364,28.06248,120.60338,2,37,0
15,705,13.92836922,5.969343746,27.97664,120.63227,28.00227,120.63088,-1,11,0
58,763,-58.90420716,2.967025213,27.97969,120.74181,27.97775,120.74248,5,311,0
211,617,33.16672467,15.88007241,28.01211,120.58988,28.013371,120.594287,-1,500,0
293,1807,34.7934565,-27.09401038,28.02476,120.635142,28.040568,120.63282,-1,35,0
2703,2963,16.95512268,18.02521036,27.99103,120.63464,27.98802,120.61588,6,45,0
912,1845,-60.10870603,-8.81928696,27.98324,120.72334,27.99406,120.72557,1,1514,0
1590,2177,44.35890654,13.85219716,28.02239,120.59436,28.024786,120.575538,-1,57,0
850,2353,-8.568389564,-7.580793965,27.99186,120.67498,27.973777,120.682079,-1,79,0
1308,2597,-14.70009213,3.105448474,27.98404,120.68203,27.993358,120.671015,0,13,0
420,2632,-53.40898338,-29.61234658,28.019477,120.715049,28.0072,120.71529,1,240,0
2353,2915,-19.61826308,-6.059570109,27.973777,120.682079,27.98732,120.68157,-1,9,0
1718,2125,-52.55250682,-26.112796,28.001831,120.717278,28.005059,120.711717,1,1034,0
1767,2227,-8.09020854,7.785740469,27.97914,120.65482,27.98375,120.66578,-1,135,0
1439,1457,-55.44612018,-21.04798273,28.005515,120.719495,27.99566,120.715,1,176,0
909,2214,-0.363269838,21.06036728,27.95992,120.64877,27.9598,120.68203,4,40,0
1324,1974,-79.72447973,0.499006276,28.0278,120.808,28.04339,120.81815,14,150,0
1731,2269,4.422867275,-10.83075264,28.00652,120.64463,28.0054,120.65452,3,2,0
279,1504,-45.53141762,1.153598614,27.98465,120.73383,27.987372,120.734892,5,58,0
430,1342,-26.1009169,-15.94436615,28.00437,120.69558,28.00491,120.67627,-1,7,0
912,2186,-39.10048884,-1.939182976,27.98324,120.72334,27.99188,120.7165,1,8,0
338,2477,-48.19778017,4.293267206,27.978332,120.738888,27.98208,120.74589,5,39,0
293,408,31.38299675,-33.64661051,28.02476,120.635142,28.05042,120.6339,-1,18,0
109,2439,54.03682798,8.384961233,28.03316,120.59087,28.04261,120.57226,12,9,0
545,2180,-6.748818549,12.587811,27.96676,120.65937,27.98333,120.65125,4,179,0
