source,target,x,y,slat,slng,tlat,tlng,label,fre,ebt
2592,2913,59.83354214,-3.743597192,27.93254,120.82423,27.92081,120.81459,6,138,0.0
25,502,7.537916183,-0.686324649,27.976204,120.667973,27.975415,120.651576,5,67,0.0
633,2802,32.32484324,27.92759231,27.98491,120.70392,27.98055,120.72944,-1,7,143.18272047822904
57,80,-18.52084488,-13.06538713,28.00954,120.61511,28.01143,120.62756,4,84,0.0
448,1618,-11.61168744,-27.92839881,28.024644,120.599644,28.00977,120.60049,3,125,0.0
142,308,-43.26213744,-48.84507039,28.07201,120.60483,28.07118,120.58698,9,1617,0.0
927,1845,23.12794796,41.11189237,27.99224,120.72085,27.99406,120.72557,7,43,0.0
859,2005,36.15409844,-10.21754078,27.95386,120.68203,27.92325,120.6878,-1,159,0.0
2248,2480,18.33301787,1.776683683,27.97512,120.69186,27.976345,120.701908,10,12,0.0
1369,2543,11.32049483,6.889699976,27.98473,120.6773,27.978448,120.671401,-1,0,0.0
61,646,-3.123868136,31.03898365,28.00969,120.67408,28.02101,120.67872,3,2,0.0
2545,2937,40.36994957,37.59729014,27.977701,120.73082,27.97398,120.7324,10,930,0.0
566,2756,2.961745357,33.47356154,28.0085,120.68531,27.98645,120.68772,4,2,0.0
138,646,11.34168035,65.09510321,28.04427,120.69476,28.02101,120.67872,-1,292,0.0
63,1094,-14.28880836,-22.14178261,28.01488,120.61139,28.01845,120.59962,3,10,0.0
770,2721,42.79761391,-25.17595664,27.921591,120.704296,27.92299,120.70473,3,762,0.0
202,310,-15.84051808,16.36683982,28.0087,120.65515,28.01428,120.65834,3,7,0.48445514001980733
2241,2469,37.42248466,13.67675058,27.98751,120.72346,28.00923,120.72917,7,0,0.0
61,1889,-21.56506692,21.13170184,28.00969,120.67408,28.01442,120.65841,3,2,0.3028863254151829
2745,2840,-43.48298075,-2.681522194,28.02921,120.62987,28.04323,120.58656,-1,15,0.0
2197,2352,-47.7899191,-26.73000998,28.04449,120.62163,28.048507,120.618708,7,21,0.0
448,2509,-24.84108906,-26.40127759,28.024644,120.599644,28.02225,120.60442,3,1371,0.0
2053,2281,-16.44998497,-8.586183536,28.01003,120.63016,28.00143,120.63625,-1,63,0.0
54,2483,-29.10511851,-12.08829127,28.018598,120.620672,28.02455,120.61196,-1,20,0.0
989,1910,2.832624643,7.553916365,27.987092,120.667981,27.992221,120.669443,4,125,0.0
574,748,46.93449291,-23.78988307,27.93368,120.71241,27.9266,120.711,3,3142,0.0
1215,2668,1.727886199,-30.49946772,27.98702,120.60848,27.94903,120.59549,-1,0,0.0
775,2272,39.21432286,-37.90318111,27.9189,120.64478,27.91974,120.69145,3,52,0.0
1717,1774,7.908414349,-43.27464127,27.99375,120.61713,27.99094,120.65242,-1,20,0.0
1860,1895,26.00735489,1.230280864,27.97729,120.68651,27.96905,120.70307,10,718,0.0
76,2322,19.06409893,36.83191796,27.99619,120.71034,27.99169,120.70661,7,25,0.0
182,729,-21.7457751,-30.69376966,28.01939,120.61656,28.02336,120.60588,3,75,0.0
120,362,-23.88713772,-24.34754145,28.0183,120.607999,28.01738,120.60605,3,4222,0.0
961,2653,-29.51566382,-52.58402522,28.06451,120.58223,28.03697,120.58917,9,4,0.0
1134,1717,-1.212154081,-51.91533301,27.99644,120.63354,27.99375,120.61713,8,946,0.0
1012,1823,-16.33107349,-48.51443439,28.04376,120.56894,28.037123,120.578514,9,7,2.9446955612882992
770,1412,40.9894004,-29.42448559,27.921591,120.704296,27.92129,120.70489,3,271,0.0
1487,1901,-0.503689284,-39.11820672,27.9731,120.55136,28.00515,120.56955,8,27,0.0
1453,2531,-8.792639467,-17.00764617,27.99832,120.6366,27.99591,120.64416,3,468,0.0
1870,2089,-8.184466999,6.168330621,27.99576,120.6574,27.970224,120.651685,-1,0,0.0
1362,1993,60.71023531,16.3598471,27.89369,120.80917,27.8714,120.79231,6,43,0.0
42,1833,-5.371129884,6.313557418,28.0014,120.65569,28.004724,120.662825,3,11,0.0
86,1416,-40.36069117,24.48374819,28.01563,120.65181,28.01137,120.64581,3,273,0.0
2319,2963,3.896801782,-45.18065202,27.97631,120.60491,27.98802,120.61588,8,132,0.0
574,2123,33.89437255,-12.52849545,27.93368,120.71241,27.92383,120.67387,3,27,0.0
1398,1424,-25.49926083,-29.76261255,28.02438,120.60303,28.02108,120.60101,3,16018,0.0
488,2469,16.71427112,48.66596962,28.01171,120.71924,28.00923,120.72917,7,40,0.0
209,1620,-15.21878018,-23.00871757,28.01202,120.61381,28.01578,120.62194,-1,9,0.0
1737,2086,-15.35833222,-58.21316388,28.03968,120.57291,28.03771,120.57585,9,13167,0.0
2241,2802,40.15587569,42.20663726,27.98751,120.72346,27.98055,120.72944,-1,1338,0.0
382,619,-24.69684065,21.50421619,28.01967,120.6623,28.01319,120.65921,3,147,0.0
745,2087,-42.7175629,-11.52414154,28.04541,120.65027,28.02363,120.66164,-1,27,0.0
347,1511,24.84045787,26.43225092,27.98785,120.71681,27.97302,120.73654,-1,47,0.0
79,2272,44.84098177,-32.23629866,27.921889,120.696181,27.91974,120.69145,3,2008,0.0
347,2864,41.23527636,19.47646675,27.98785,120.71681,27.9665,120.76112,-1,0,0.0
1082,2452,-38.61914503,35.87487468,28.016688,120.655528,28.0105,120.66068,3,107,0.0
2415,2507,-42.47110513,10.6992369,28.02,120.655,28.02519,120.66642,3,36,0.0
633,1549,28.58842879,47.59508059,27.98491,120.70392,27.98966,120.70619,-1,836,0.0
902,1562,6.542078642,-57.51961487,27.99381,120.57017,27.99767,120.57531,8,1625,0.0
661,1724,14.25310833,37.39838953,28.00053,120.6999,28.00258,120.70728,7,66,0.0
1015,2199,-23.28970072,-37.05251064,28.02245,120.61239,28.026587,120.594413,3,6,0.0
817,2177,-8.666999494,-43.71721733,28.02382,120.58085,28.024786,120.575538,9,1750,0.0
1729,2909,65.94047353,15.75125431,27.855613,120.81738,27.86513,120.81613,6,11,0.0
1306,2428,-2.022938548,-8.007405538,27.99383,120.62833,27.98819,120.6531,-1,30,0.0
204,1767,-0.556229235,-15.70033597,27.99015,120.62566,27.97914,120.65482,-1,33,0.0
542,550,18.73197671,58.32377919,28.00788,120.70268,28.0076,120.72365,7,201,0.0
560,2475,12.85320783,61.68126455,28.016323,120.703784,28.013766,120.701869,7,1095,0.0
1983,2775,75.28625971,8.496931823,27.88689,120.80628,27.88321,120.80518,6,2169,0.0
23,573,-12.48718241,35.28425,28.015057,120.667466,28.014374,120.672952,3,60,0.0
170,2297,40.67514998,-26.118755,27.92087,120.70636,27.92659,120.71116,3,139,0.0
756,1581,65.93791799,4.210285746,27.90472,120.82388,27.90633,120.81918,6,1131,0.0
2392,2604,-0.538671295,56.00803997,28.00878,120.68835,28.00339,120.6913,7,0,0.0
2116,2725,-37.95609111,-50.98533831,28.04925,120.60197,28.08578,120.59077,-1,15,0.0
1448,2408,2.092007579,-3.324848138,27.99567,120.715,27.97638,120.75557,-1,9,0.0
1166,2849,10.86855143,-37.39346486,27.95794,120.60138,27.92064,120.57853,10,47,0.0
182,1988,-33.18959754,-1.458909702,28.01939,120.61656,28.01854,120.63879,3,7,0.0
698,2661,-34.15432888,-49.16698595,28.07126,120.60869,28.079828,120.589546,9,18,0.0
2131,2788,10.72405442,-16.83514054,27.97509,120.65593,27.96243,120.65546,5,1417,0.0
1446,2399,16.2381085,-31.13897151,27.98015,120.60519,27.951096,120.598666,-1,79,0.0
317,2117,-27.74669514,14.43524237,28.01994,120.655,28.0167,120.6534,3,241,0.0
2460,2792,-26.67488619,38.33793408,28.021791,120.665431,28.02302,120.66759,3,2061,0.0
651,1940,-41.65740564,-36.25339106,28.05562,120.60146,28.05756,120.60725,7,154,0.0
550,1209,17.2133349,46.14851732,28.0076,120.72365,28.00032,120.72752,7,0,0.0
42,1870,-30.86445845,35.48611525,28.0014,120.65569,27.99576,120.6574,3,1350,0.0
298,1036,33.32576029,-24.42881643,27.92054,120.70164,27.92406,120.70335,3,38,0.0
371,914,53.20925944,-0.630631084,27.93031,120.80753,27.93088,120.80284,6,24,0.0
1509,2713,60.35149528,-12.4097571,27.9249,120.82617,27.9236,120.82555,6,4855,0.0
1240,1603,14.53783514,-31.75543337,27.952149,120.604131,27.94403,120.59556,10,19,0.0
259,2483,-16.52789612,-24.62714552,28.05022,120.66531,28.02455,120.61196,-1,0,196.89437208578764
599,2298,31.6683712,-2.089144958,27.97321,120.72684,27.92952,120.68107,-1,13,0.0
109,237,-24.35708438,-40.91154385,28.03316,120.59087,28.023421,120.592786,-1,109,0.0
1285,2150,-46.94366411,-36.4056652,28.04108,120.61641,27.99711,120.58895,-1,261,0.0
145,1164,-60.98946526,6.211234237,28.044045,120.652283,28.04057,120.64705,7,229,0.0
1724,2142,24.71073214,41.42876261,28.00258,120.70728,27.98684,120.71242,7,34,0.0
792,2292,-17.71658002,-51.41630336,28.040732,120.576351,28.04572,120.58643,9,36,0.0
217,1169,-21.79678035,-24.83325105,28.01578,120.59444,28.01606,120.6036,3,403,0.0
1535,2733,-37.00604509,-5.767108329,28.03768,120.63277,28.019524,120.631948,-1,0,0.0
763,931,38.21792823,25.79105233,27.97775,120.74248,27.96517,120.7458,10,125,0.0
299,1682,42.31059134,2.862688368,27.968888,120.725833,27.96568,120.73665,10,10,0.0078125
135,766,-19.64215183,-14.5625725,27.9974,120.622,28.00726,120.61292,4,2318,0.0
1764,2399,18.14642116,-40.89994113,27.96875,120.60619,27.951096,120.598666,-1,41,0.0
574,697,44.50300379,-22.3191812,27.93368,120.71241,27.92414,120.70279,3,520,0.0
154,2853,10.73010127,-51.12045616,27.9473,120.56566,27.97599,120.59211,-1,153,0.0
284,818,29.67382363,-22.63682043,27.92764,120.69437,27.94749,120.64401,-1,2,0.0
609,2816,-54.97388601,1.975319879,28.02096,120.62016,28.04411,120.63996,-1,45,0.0
