source,target,x,y,slat,slng,tlat,tlng,label,fre
261,434,21.533575126506747,-34.87476614924881,41.871514,-87.669886,41.866501483,-87.68469707,5,224
59,341,42.65619316169657,6.23301528034701,41.867227,-87.625961,41.866095,-87.607267,1,48
163,492,42.77279611597284,5.216945341678162,41.931931,-87.677856,41.94702904,-87.683367214,-1,65
141,197,25.86011885885415,-4.917693056371392,41.915689,-87.6346,41.882134,-87.625125,-1,89
176,237,16.21698198654347,-53.49119183886241,41.902973,-87.63128,41.842052,-87.617,-1,332
44,191,44.4932666231339,-3.137903658008177,41.884730201,-87.627733569,41.880884,-87.639525,1,1571
283,317,40.64141476096116,38.66301325650646,41.87817,-87.631985,41.869154,-87.671045,-1,29
41,287,57.58058000325673,-0.43770975831249803,41.872077633,-87.629543773,41.880317,-87.635185,3,120
77,233,27.081842824489392,-29.005921974669985,41.882242,-87.641066,41.883004,-87.651148,5,433
32,75,24.19872048640123,-15.31877477436998,41.87464,-87.65703,41.878412,-87.641052,-1,68
181,313,30.977059902341864,-9.648115499004891,41.890749,-87.63206,41.925858,-87.638973,-1,154
259,340,33.84638813865221,-27.027926172089163,41.918121,-87.696972,41.929546,-87.643118,-1,127
60,331,-11.530704114795176,-56.77797452471102,41.910578035,-87.649421929,41.908537,-87.648627,5,706
205,274,21.94845310988451,-15.537532591585999,41.857901,-87.668745,41.861267,-87.656625,-1,51
19,434,26.9739670967605,13.482928067200001,41.869417,-87.660996,41.866501483,-87.68469707,-1,24
185,259,18.737387956862282,-36.80846614541527,41.917741,-87.691392,41.918121,-87.696972,5,180
81,273,41.654650717715924,19.358423705160344,41.884241,-87.629634,41.857813,-87.62455,3,35
44,56,39.29977708912051,-5.787728955785643,41.884730201,-87.627733569,41.888716036,-87.644447853,1,421
48,111,40.115743393881935,-6.901981501898908,41.897764,-87.642884,41.894666,-87.638437,1,922
31,138,24.612163708028397,-31.826543408682,41.896776,-87.635633,41.904613,-87.640552,5,805
31,212,20.69672977045853,-48.337412138495296,41.896776,-87.635633,41.892154,-87.636928,-1,650
115,250,38.72139695929999,42.36676235682576,41.936266,-87.652662,41.936083,-87.669807,2,37
77,181,15.07266017044535,-26.244476637044443,41.882242,-87.641066,41.890749,-87.63206,-1,244
164,211,46.6738089908057,-7.906496649220493,41.885837,-87.6355,41.894448,-87.622663,1,116
90,286,-9.465165512636807,20.26232083296228,41.8810317,-87.62408432,41.878724,-87.634793,-1,7
36,86,-9.782654550502203,-17.718812496375552,41.877707956,-87.635321141,41.89637337,-87.66098386,-1,27
112,156,37.51611200664463,-11.23485793064831,41.883668,-87.64867,41.936496822,-87.647538658,1,304
264,264,38.51663764821375,-13.331725284824492,41.886835,-87.62232,41.886835,-87.62232,1,198
38,264,34.04584454442934,-29.083197261588897,41.886020828,-87.630876058,41.886835,-87.62232,4,57
17,86,9.70217694069866,-52.65594485014352,41.90332,-87.67273,41.89637337,-87.66098386,5,183
5,5,40.54222982452688,-13.670954187450649,41.874053,-87.627716,41.874053,-87.627716,1,233
127,306,-3.1687531123342536,16.537071805667374,41.925905,-87.64926,41.958494,-87.654966,4,5
66,81,39.32865293083845,-33.42937906361405,41.885637,-87.641823,41.884241,-87.629634,4,204
48,236,43.6312411284353,46.39085773862034,41.897764,-87.642884,41.907576,-87.638517,2,353
144,144,49.83293916595864,9.605925518986327,41.921822,-87.64414,41.921822,-87.64414,-1,603
72,394,29.136095745668715,-22.795475509367325,41.860384,-87.625813,41.870816,-87.631246,-1,215
168,286,54.09983900850903,15.501292707060541,41.864059,-87.623727,41.878724,-87.634793,-1,418
66,196,43.714228857523736,-9.148407058401766,41.885637,-87.641823,41.890573,-87.622072,1,435
4,267,33.048439238605766,-18.323961390193418,41.856268,-87.613348,41.809443,-87.591875,1,316
4,47,58.91024967426486,0.5869269607377894,41.856268,-87.613348,41.88918,-87.6277,3,145
435,439,59.295104980146206,0.15640812726982048,41.866492782,-87.706496176,41.853533632,-87.705073032,3,148
60,333,51.79162176178589,-23.167523953319257,41.910578035,-87.649421929,41.907066,-87.667252,1,453
39,195,39.773112643035475,13.88255201825259,41.879472352,-87.625688606,41.884728,-87.619521,-1,60
211,273,50.70240290539862,11.662951396274924,41.894448,-87.622663,41.857813,-87.62455,-1,673
40,58,23.277498865953895,-17.476549611950734,41.879344373,-87.631985221,41.916017,-87.668879,-1,79
14,273,28.854473391919395,28.03024651907727,41.858086,-87.651073,41.857813,-87.62455,1,25
47,140,16.879133986835665,-40.355544090255314,41.88918,-87.6277,41.898969,-87.629912,5,144
35,300,37.54629563060154,-38.508223707533155,41.892278,-87.612043,41.937725,-87.644095,4,333
211,284,43.954928832104095,-14.199851036577382,41.894448,-87.622663,41.87785,-87.62408,1,494
46,212,20.151931970305004,-37.087374601927074,41.89993001,-87.63443007,41.892154,-87.636928,5,228
100,106,59.06170137535647,-6.581089942581494,41.888243,-87.63639,41.897448,-87.628722,1,436
100,349,-12.4657714921732,-41.82008630836021,41.888243,-87.63639,41.929143,-87.649077,-1,40
94,288,-8.05997320212198,11.677899961813685,41.918306,-87.636282,41.918084,-87.643749,-1,8
97,321,4.120622354423236,-57.710052934380464,41.865312,-87.617867,41.871962,-87.626106,5,145
258,298,-1.3031210457113669,-48.19635497888545,41.930584,-87.685126,41.955927,-87.679259,5,37
478,479,30.982093953180453,-14.023418366271795,41.96590014,-87.693638494,41.961154076,-87.716569073,-1,124
47,47,28.134474421162963,28.44701454057765,41.88918,-87.6277,41.88918,-87.6277,-1,42
126,176,-6.145216067009769,-59.036326242685156,41.911974,-87.631942,41.902973,-87.63128,5,282
30,342,47.102877937946616,1.344014273474032,41.899643,-87.6677,41.871262,-87.673688,1,185
68,342,5.926050787960693,5.061205682552973,41.875885,-87.640795,41.871262,-87.673688,-1,14
123,214,-4.783996023710217,-56.09945081294423,41.922695,-87.697153,41.89122,-87.67686,5,94
58,87,40.41971251296373,-18.5645891661741,41.916017,-87.668879,41.92556258,-87.65840426,1,676
76,334,30.961926334236594,-31.562827012367183,41.880958,-87.616743,41.940775,-87.639192,-1,270
44,365,29.59747322479136,42.82247744681065,41.884730201,-87.627733569,41.899368439,-87.648479875,2,31
140,349,6.5927810146167,7.66588534086596,41.898969,-87.629912,41.929143,-87.649077,-1,26
17,61,14.084263535080154,-25.720729864075697,41.90332,-87.67273,41.907655,-87.672552,-1,93
13,298,12.392449194556647,-50.50224226755841,41.932418,-87.652705,41.955927,-87.679259,5,145
257,314,14.409920244200514,-26.49525317990427,41.94911,-87.675112,41.957921,-87.673567,-1,131
219,511,48.61231087755742,23.018336036915795,41.916027,-87.677411,41.914026713,-87.705126462,3,84
511,611,47.360619896422165,-8.8710885571227,41.914026713,-87.705126462,41.886923,-87.793899,1,278
29,217,32.567639391317215,-16.49212418849582,41.90068,-87.6626,41.886773,-87.656001,1,110
145,212,56.61324578793023,2.0070550996446257,41.898586651,-87.621915226,41.892154,-87.636928,-1,128
322,425,-1.7879437000860465,-60.17110279541941,41.799568,-87.594747,41.787942813,-87.58831517,5,709
22,146,8.428583095996927,-53.6140589812849,41.8694821,-87.6554864,41.877945,-87.662007,5,186
305,346,-3.2993836872355216,-44.48933818138321,41.902893,-87.687275,41.88283,-87.661206,5,49
436,436,27.295908318067166,-23.532038404270043,41.866624,-87.694521,41.866624,-87.694521,-1,196
291,313,18.42978136531266,-23.32512611100024,41.906724,-87.63483,41.925858,-87.638973,-1,71
29,182,38.12133223680998,-32.85187455956676,41.90068,-87.6626,41.903222,-87.634324,4,136
38,71,-10.002714506399698,21.6924466069351,41.886020828,-87.630876058,41.885483308,-87.652304856,-1,4
77,364,-23.585489562060438,-5.784260707368369,41.882242,-87.641066,41.900219493,-87.642985468,0,12
213,382,42.285716766426646,-18.585281977114953,41.910153,-87.68229,41.874748851,-87.686445276,1,426
84,307,-1.0361898979437958,4.873680170714423,41.891,-87.645925,41.920771,-87.663712,-1,10
479,486,40.682672296829104,-6.542835349750878,41.961154076,-87.716569073,41.954340852,-87.686079624,1,185
60,188,12.160136280156978,-52.07890405129214,41.910578035,-87.649421929,41.92533,-87.6658,5,261
113,115,0.6167565529711272,-34.763872218605485,41.91844,-87.65222,41.936266,-87.652662,-1,26
93,113,15.709151766092445,-45.35092571028785,41.913688,-87.652855,41.91844,-87.65222,-1,200
141,340,33.05440809713714,-22.440844357598998,41.915689,-87.6346,41.929546,-87.643118,1,575
313,332,8.26721631611898,-55.625603515099854,41.925858,-87.638973,41.933666,-87.648959,5,225
243,478,58.97601164751066,-0.34124086228505096,41.962391,-87.684146,41.96590014,-87.693638494,-1,244
22,255,32.008146151208436,-31.47156386624658,41.8694821,-87.6554864,41.867888,-87.623041,-1,229
33,182,38.872661654008134,-13.550462486060551,41.877181,-87.627844,41.903222,-87.634324,1,630
38,182,35.27768411183086,17.826682969123404,41.886020828,-87.630876058,41.903222,-87.634324,-1,105
20,94,-18.40773991162303,29.203179958174655,41.910522,-87.653106,41.918306,-87.636282,-1,2
191,233,7.438788913528147,-17.935228006490657,41.880884,-87.639525,41.883004,-87.651148,-1,58
20,333,-35.363220520656036,-12.490425763883843,41.910522,-87.653106,41.907066,-87.667252,-1,2
198,333,47.815727210239885,-4.446853082454918,41.881892,-87.648789,41.907066,-87.667252,1,206
131,307,4.374466684731975,-9.147517672291439,41.939365,-87.668385,41.920771,-87.663712,-1,18
165,318,54.604187754259044,-8.094594548527352,41.95078,-87.659172,41.954177,-87.664358,1,345
31,113,-8.777179621050138,-45.31068166047314,41.896776,-87.635633,41.91844,-87.65222,-1,51
112,191,25.92684229488114,-21.812910430928337,41.883668,-87.64867,41.880884,-87.639525,5,119
176,364,48.43613756846258,1.7179617349478689,41.902973,-87.63128,41.900219493,-87.642985468,1,619
58,190,48.2073625087893,1.9806671045262048,41.916017,-87.668879,41.928773,-87.663913,1,305
123,276,44.883320493898985,1.1186132613686843,41.922695,-87.697153,41.91044,-87.6972,1,187
182,194,41.14362132437821,-4.653587330485215,41.903222,-87.634324,41.886875,-87.62603,1,463
142,168,29.455451537602816,-0.7701632206470302,41.894503,-87.617854,41.864059,-87.623727,-1,59
14,281,15.622415459856521,-41.61183962991758,41.858086,-87.651073,41.84847,-87.685109,5,143
41,261,50.20084210756483,-6.9533373098893785,41.872077633,-87.629543773,41.871514,-87.669886,1,121
58,58,5.607595607536859,-43.950358993336444,41.916017,-87.668879,41.916017,-87.668879,5,81
96,186,24.9642114771877,16.618070894137546,41.88461619,-87.644570585,41.891795,-87.658751,-1,13
68,88,47.144856280189465,33.14526558475264,41.875885,-87.640795,41.88397,-87.655688,0,93
113,226,4.227620618365442,-50.15000010178675,41.91844,-87.65222,41.939743,-87.658865,5,65
66,214,30.18355382704923,-16.39843836524901,41.885637,-87.641823,41.89122,-87.67686,0,352
111,255,48.65526988147149,5.268874553173581,41.894666,-87.638437,41.867888,-87.623041,0,349
100,264,57.31817378405768,9.702175377090585,41.888243,-87.63639,41.886835,-87.62232,0,437
188,340,48.014779971584,33.04190856625126,41.92533,-87.6658,41.929546,-87.643118,-1,148
143,225,44.84046717050811,44.593772144842085,41.922167,-87.638888,41.919936,-87.64883,-1,686
96,331,-28.90101902300884,-22.013380871028083,41.88461619,-87.644570585,41.908537,-87.648627,-1,2
2,68,19.37311057223668,14.074135801361264,41.872638,-87.623979,41.875885,-87.640795,-1,9
42,147,14.07005991687093,2.251704286337285,41.852619,-87.626488,41.845435,-87.622176,4,13
141,286,1.7314969717747777,-52.789047874311,41.915689,-87.6346,41.878724,-87.634793,-1,100
140,329,4.866193976402682,-58.3151091354805,41.898969,-87.629912,41.932684,-87.63625,5,239
292,316,13.2897757637136,-51.9544485370789,41.957081,-87.664199,41.96325,-87.679258,5,705
93,268,15.15425964979785,-26.483483912965198,41.913688,-87.652855,41.911722,-87.626804,-1,206
81,286,6.121780331556841,-51.93291249494979,41.884241,-87.629634,41.878724,-87.634793,5,88
300,329,-7.754404530322772,-9.895296215714158,41.937725,-87.644095,41.932684,-87.63625,1,36
100,181,17.527060038477078,25.764085930990806,41.888243,-87.63639,41.890749,-87.63206,-1,9
73,81,48.168204323921884,-4.23668224217729,41.880422,-87.642746,41.884241,-87.629634,-1,203
13,47,50.31593271382055,3.620172142608177,41.932418,-87.652705,41.88918,-87.6277,1,137
157,459,53.975307774954366,15.21733701040098,41.936669,-87.636794,41.984036696,-87.652310469,0,262
133,209,39.93171494322579,-27.99390723481545,41.889176833,-87.638505772,41.849527,-87.640591,4,143
402,403,41.14939301711254,-20.270257038658993,41.838464,-87.635406,41.834529886,-87.631822981,1,504
117,163,5.586789052441492,-23.13506925153444,41.94018,-87.65304,41.931931,-87.677856,-1,64
21,186,28.61162447415066,-25.260538782190533,41.87772613,-87.65478743,41.891795,-87.658751,-1,366
344,464,25.17996648996449,14.04590380979508,41.96909,-87.674237,41.975614805,-87.679459039,-1,18
54,58,10.588181489073504,21.446176932394128,41.896362458,-87.654061273,41.916017,-87.668879,-1,23
448,494,13.19426427985684,-51.858588243641876,42.004549622,-87.680666145,41.982397085,-87.70892252,5,651
49,289,15.7206949271985,-27.019762206693674,41.881319815,-87.629520919,41.912133,-87.634656,-1,531
6,282,46.346830173013146,10.469650888676698,41.885041992,-87.612794539,41.864883,-87.647071,3,69
94,211,32.441737445253665,-15.293702108616477,41.918306,-87.636282,41.894448,-87.622663,1,135
344,347,3.774765355612706,2.4690403348098124,41.96909,-87.674237,41.950687,-87.6687,-1,17
168,255,40.815555405005,-8.75428012288069,41.864059,-87.623727,41.867888,-87.623041,1,682
106,217,36.14437923694811,2.9550731007388893,41.897448,-87.628722,41.886773,-87.656001,-1,37
48,217,42.3517946842219,-27.530167939164315,41.897764,-87.642884,41.886773,-87.656001,-1,170
30,307,43.442214499484095,-7.22946684512525,41.899643,-87.6677,41.920771,-87.663712,1,657
30,80,35.63454384843975,-27.96715915874093,41.899643,-87.6677,41.88042,-87.655599,-1,283
87,303,28.68821466154622,-7.578404447661001,41.92556258,-87.65840426,41.945512,-87.64598,-1,104
131,454,15.232080624561053,-46.879817730876006,41.939365,-87.668385,41.994779688,-87.660284535,5,226
111,176,48.59530644330162,22.90127695995284,41.894666,-87.638437,41.902973,-87.63128,3,85
295,464,41.84213267195273,42.13209289748969,41.972972,-87.659637,41.975614805,-87.679459039,2,66
33,98,30.997946143114795,-22.280258159587568,41.877181,-87.627844,41.882664,-87.63253,-1,241
56,118,24.75836001011788,-14.706222991573279,41.888716036,-87.644447853,41.911386,-87.638677,-1,50
185,499,2.233165876041776,-50.8953338005428,41.917741,-87.691392,41.930585371,-87.723777364,5,62
225,259,57.2004640744813,9.497262456716525,41.919936,-87.64883,41.918121,-87.696972,-1,794
217,228,28.02971999146815,-26.77409918323238,41.886773,-87.656001,41.9406,-87.6785,5,333
25,90,49.72018013166314,-5.038012531479303,41.89766,-87.62351,41.8810317,-87.62408432,1,308
106,181,50.709805012867264,-2.232985961763145,41.897448,-87.628722,41.890749,-87.63206,1,477
81,341,36.514415714179236,-14.803391718126377,41.884241,-87.629634,41.866095,-87.607267,1,331
230,365,28.56393937664852,-10.491857390147379,41.94334,-87.67097,41.899368439,-87.648479875,1,76
67,158,4.3644302384865235,17.192910694642276,41.925601882,-87.653708042,41.912616,-87.681391,-1,22
47,324,48.17382717505803,-10.242388207777978,41.88918,-87.6277,41.93132,-87.638742,-1,140
84,96,34.94386333572607,10.410997447212644,41.891,-87.645925,41.88461619,-87.644570585,1,109
272,272,35.13015779958105,-22.799688743770123,41.838842,-87.621857,41.838842,-87.621857,1,188
96,162,3.733408400903837,14.85606460529077,41.88461619,-87.644570585,41.93588,-87.67842,-1,5
175,192,36.90559426704732,-14.503097782836802,41.872373,-87.633523,41.879255,-87.639904,1,198
122,169,36.47169591238349,-13.377859793946158,41.87501,-87.67328,41.874337,-87.639566,1,359
