stationID,stationLng,stationLat,label
897,120.68114,27.98785,0
899,120.57424,28.06049,10
900,120.76393,28.00452,1
901,120.77885,27.86601,7
902,120.57017,27.99381,6
904,120.686436,28.006121,0
905,120.80506,27.86954,7
906,120.69386,28.01211,1
907,120.72674,27.9842,1
908,120.733406,27.971495,5
909,120.64877,27.95992,4
910,120.75638,28.06883,14
911,120.73461,27.96141,5
912,120.72334,27.98324,1
913,120.65885,28.01042,3
914,120.80284,27.93088,7
915,120.671965,28.024778,3
916,120.65692,28.01381,3
917,120.57527,28.06499,10
918,120.64233,28.0129,3
919,120.66789,28.01517,3
920,120.6091,27.94553,11
921,120.63688,27.9931,6
922,120.75478,27.97842,5
923,120.62576,28.06101,2
924,120.63972,28.03883,2
925,120.66603,28.00554,3
926,120.654222,27.949664,4
927,120.72085,27.99224,1
928,120.708,27.99601,1
929,120.60226,28.02505,8
931,120.7458,27.96517,5
932,120.654166,28.009722,3
935,120.68111,27.97987,0
936,120.63334,28.02145,3
937,120.83533,27.94444,7
938,120.7083,28.00753,1
939,120.6275,28.011111,9
940,120.71024,28.00288,1
941,120.71338,27.99057,1
942,120.794656,28.021266,14
943,120.71502,27.98369,1
944,120.68096,27.99887,0
945,120.78748,27.87922,7
946,120.60038,27.94117,11
947,120.65644,27.98614,4
948,120.63389,28.00702,3
949,120.582178,28.042263,12
950,120.61263,27.98069,6
951,120.83189,27.90882,7
952,120.76145,27.97169,5
953,120.63642,28.00115,3
954,120.672196,28.018214,3
955,120.65311,28.04133,2
956,120.65547,27.97159,4
957,120.696911,27.998991,1
958,120.58116,28.04944,12
959,120.657413,28.009115,3
960,120.650433,28.021679,3
961,120.58223,28.06451,10
962,120.631666,28.017111,9
963,120.76147,27.93043,5
964,120.64764,28.065834,2
965,120.83021,27.92175,7
966,120.823666,27.918388,7
968,120.69109,27.92497,13
969,120.69833,27.92722,13
970,120.674961,28.014998,3
971,120.80111,27.92205,7
972,120.68317,27.94366,4
973,120.70193,27.93169,13
974,120.72067,27.999273,1
975,120.67029,28.00397,3
976,120.648285,28.044851,2
977,120.68164,27.99364,0
978,120.668055,27.975277,4
979,120.59331,28.02921,12
980,120.67088,27.99716,0
981,120.67037,27.89495,15
982,120.79789,27.87452,7
983,120.64991,27.97699,4
984,120.710532,28.002192,1
985,120.69186,27.92393,13
986,120.587363,28.077531,10
987,120.66415,28.00626,3
989,120.667981,27.987092,0
990,120.657778,28.096389,10
991,120.65732,28.02726,2
992,120.66124,28.02084,3
994,120.65352,28.01318,3
995,120.574,27.941,11
996,120.62551,28.04161,2
997,120.67769,28.00958,0
998,120.651111,28.023888,2
999,120.64875,27.95989,4
1002,120.5765,28.04392,12
1003,120.82983,28.01839,14
1004,120.61397,28.04879,2
1005,120.65332,28.00628,3
1006,120.56692,27.99467,6
1007,120.68672,27.96558,4
1008,120.60705,28.06212,2
1009,120.785869,28.029342,14
1010,120.65427,28.01127,3
1011,120.63372,28.01687,9
1012,120.56894,28.04376,12
1013,120.701,28.00165,1
1014,120.61522,28.0197,8
1015,120.61239,28.02245,8
1016,120.623105,27.983866,6
1017,120.65414,28.00901,3
1018,120.66577,28.01725,3
1019,120.81686,27.89391,7
1020,120.70357,28.00029,1
1021,120.62461,27.96668,6
1022,120.7173,27.99539,1
1023,120.661963,28.046787,2
1024,120.6089,27.989558,6
1025,120.69598,27.992,0
1026,120.677436,27.981479,4
1027,120.58605,28.08394,10
1028,120.6749,28.01278,3
1029,120.67896,27.99905,0
1030,120.66131,28.02341,3
1031,120.589166,28.036972,12
1032,120.61469,28.06432,10
1033,120.626328,28.007951,9
1034,120.65985,28.027685,2
1035,120.60263,27.95025,11
1036,120.70335,27.92406,13
1037,120.70471,27.9231,13
1038,120.63813,27.9897,6
1039,120.66314,28.02432,3
1040,120.72163,28.00744,1
1041,120.82147,27.909,7
1043,120.815739,27.937334,7
1044,120.6352,28.02116,3
1045,120.656,28.0167,3
1046,120.677031,27.984567,0
1047,120.69418,28.00475,1
1048,120.646661,28.043215,2
1049,120.66242,28.00814,3
1050,120.671208,27.976339,4
1051,120.60963,28.04252,2
1052,120.72843,27.97486,5
1053,120.7167,27.99068,1
1054,120.641648,27.99918,3
1055,120.79688,27.89321,7
1056,120.673055,28.015277,3
1057,120.67718,28.00859,3
1058,120.63044,28.04752,2
1059,120.68277,27.99556,0
1060,120.549502,27.976777,6
1061,120.70545,27.92415,13
1062,120.74169,28.07018,16
