id,lnt,lat
437,114.01,22.62
438,114.018,22.62
439,114.026,22.62
440,114.034,22.62
441,114.042,22.62
442,114.05,22.62
443,114.058,22.62
444,114.066,22.62
445,114.074,22.62
446,114.082,22.62
447,114.09,22.62
448,114.098,22.62
449,114.106,22.62
450,114.114,22.62
451,114.122,22.62
452,114.13,22.62
453,114.138,22.62
454,114.146,22.62
455,114.154,22.62
456,114.162,22.62
457,114.17,22.62
458,114.178,22.62
459,114.186,22.62
460,114.194,22.62
461,114.202,22.62
462,114.21,22.62
463,114.218,22.62
464,114.226,22.62
465,114.234,22.62
466,114.242,22.62
467,114.25,22.62
468,114.258,22.62
469,114.266,22.62
470,114.274,22.62
471,114.282,22.62
472,114.29,22.62
473,114.298,22.62
474,114.306,22.62
475,114.314,22.62
476,114.322,22.62
477,114.33,22.62
478,114.338,22.62
479,114.346,22.62
480,113.874,22.616
481,113.882,22.616
482,113.89,22.616
483,113.898,22.616
484,113.906,22.616
485,113.914,22.616
486,113.922,22.616
487,113.93,22.616
488,113.938,22.616
489,113.946,22.616
490,113.954,22.616
491,113.962,22.616
492,113.97,22.616
493,113.978,22.616
494,113.986,22.616
495,113.994,22.616
496,114.002,22.616
497,114.01,22.616
498,114.018,22.616
499,114.026,22.616
500,114.034,22.616
501,114.042,22.616
502,114.05,22.616
503,114.058,22.616
504,114.066,22.616
505,114.074,22.616
506,114.082,22.616
507,114.09,22.616
508,114.098,22.616
509,114.106,22.616
510,114.114,22.616
511,114.122,22.616
512,114.13,22.616
513,114.138,22.616
514,114.146,22.616
515,114.154,22.616
516,114.162,22.616
517,114.17,22.616
518,114.178,22.616
519,114.186,22.616
520,114.194,22.616
521,114.202,22.616
522,114.21,22.616
523,114.218,22.616
524,114.226,22.616
525,114.234,22.616
526,114.242,22.616
527,114.25,22.616
528,114.258,22.616
529,114.266,22.616
530,114.274,22.616
531,114.282,22.616
532,114.29,22.616
533,114.298,22.616
534,114.306,22.616
535,114.314,22.616
536,114.322,22.616
537,114.33,22.616
538,114.338,22.616
539,114.346,22.616
540,113.874,22.612
541,113.882,22.612
542,113.89,22.612
543,113.898,22.612
544,113.906,22.612
545,113.914,22.612
546,113.922,22.612
547,113.93,22.612
548,113.938,22.612
549,113.946,22.612
550,113.954,22.612
551,113.962,22.612
552,113.97,22.612
553,113.978,22.612
554,113.986,22.612
555,113.994,22.612
556,114.002,22.612
557,114.01,22.612
558,114.018,22.612
559,114.026,22.612
560,114.034,22.612
561,114.042,22.612
562,114.05,22.612
563,114.058,22.612
564,114.066,22.612
565,114.074,22.612
566,114.082,22.612
567,114.09,22.612
568,114.098,22.612
569,114.106,22.612
570,114.114,22.612
571,114.122,22.612
572,114.13,22.612
573,114.138,22.612
574,114.146,22.612
575,114.154,22.612
576,114.162,22.612
577,114.17,22.612
578,114.178,22.612
579,114.186,22.612
580,114.194,22.612
581,114.202,22.612
582,114.21,22.612
583,114.218,22.612
584,114.226,22.612
585,114.234,22.612
586,114.242,22.612
587,114.25,22.612
588,114.258,22.612
589,114.266,22.612
590,114.274,22.612
591,114.282,22.612
592,114.29,22.612
593,114.298,22.612
594,114.306,22.612
595,114.314,22.612
596,114.322,22.612
597,114.33,22.612
598,114.338,22.612
599,114.346,22.612
600,113.874,22.608
601,113.882,22.608
602,113.89,22.608
603,113.898,22.608
604,113.906,22.608
605,113.914,22.608
606,113.922,22.608
607,113.93,22.608
608,113.938,22.608
609,113.946,22.608
610,113.954,22.608
611,113.962,22.608
612,113.97,22.608
613,113.978,22.608
614,113.986,22.608
615,113.994,22.608
616,114.002,22.608
617,114.01,22.608
618,114.018,22.608
619,114.026,22.608
620,114.034,22.608
621,114.042,22.608
622,114.05,22.608
623,114.058,22.608
624,114.066,22.608
625,114.074,22.608
626,114.082,22.608
627,114.09,22.608
628,114.098,22.608
629,114.106,22.608
630,114.114,22.608
631,114.122,22.608
632,114.13,22.608
633,114.138,22.608
634,114.146,22.608
635,114.154,22.608
636,114.162,22.608
637,114.17,22.608
638,114.178,22.608
639,114.186,22.608
640,114.194,22.608
641,114.202,22.608
642,114.21,22.608
643,114.218,22.608
644,114.226,22.608
645,114.234,22.608
646,114.242,22.608
647,114.25,22.608
648,114.258,22.608
649,114.266,22.608
650,114.274,22.608
651,114.282,22.608
652,114.29,22.608
653,114.298,22.608
654,114.306,22.608
655,114.314,22.608
656,114.322,22.608
657,114.33,22.608
658,114.338,22.608
659,114.346,22.608
660,113.874,22.604
661,113.882,22.604
662,113.89,22.604
663,113.898,22.604
664,113.906,22.604
665,113.914,22.604
666,113.922,22.604
667,113.93,22.604
668,113.938,22.604
669,113.946,22.604
670,113.954,22.604
671,113.962,22.604
672,113.97,22.604
673,113.978,22.604
674,113.986,22.604
675,113.994,22.604
676,114.002,22.604
677,114.01,22.604
678,114.018,22.604
679,114.026,22.604
680,114.034,22.604
681,114.042,22.604
682,114.05,22.604
683,114.058,22.604
684,114.066,22.604
685,114.074,22.604
686,114.082,22.604
687,114.09,22.604
688,114.098,22.604
689,114.106,22.604
690,114.114,22.604
691,114.122,22.604
692,114.13,22.604
693,114.138,22.604
694,114.146,22.604
695,114.154,22.604
696,114.162,22.604
697,114.17,22.604
698,114.178,22.604
699,114.186,22.604
700,114.194,22.604
701,114.202,22.604
702,114.21,22.604
703,114.218,22.604
704,114.226,22.604
705,114.234,22.604
706,114.242,22.604
707,114.25,22.604
708,114.258,22.604
709,114.266,22.604
710,114.274,22.604
711,114.282,22.604
712,114.29,22.604
713,114.298,22.604
714,114.306,22.604
715,114.314,22.604
716,114.322,22.604
717,114.33,22.604
718,114.338,22.604
719,114.346,22.604
720,113.874,22.6
721,113.882,22.6
722,113.89,22.6
723,113.898,22.6
724,113.906,22.6
725,113.914,22.6
726,113.922,22.6
727,113.93,22.6
728,113.938,22.6
729,113.946,22.6
730,113.954,22.6
731,113.962,22.6
732,113.97,22.6
733,113.978,22.6
734,113.986,22.6
735,113.994,22.6
736,114.002,22.6
737,114.01,22.6
738,114.018,22.6
739,114.026,22.6
740,114.034,22.6
741,114.042,22.6
742,114.05,22.6
743,114.058,22.6
744,114.066,22.6
745,114.074,22.6
746,114.082,22.6
747,114.09,22.6
748,114.098,22.6
749,114.106,22.6
750,114.114,22.6
751,114.122,22.6
752,114.13,22.6
753,114.138,22.6
754,114.146,22.6
755,114.154,22.6
756,114.162,22.6
757,114.17,22.6
758,114.178,22.6
759,114.186,22.6
760,114.194,22.6
761,114.202,22.6
762,114.21,22.6
763,114.218,22.6
764,114.226,22.6
765,114.234,22.6
766,114.242,22.6
767,114.25,22.6
768,114.258,22.6
769,114.266,22.6
770,114.274,22.6
771,114.282,22.6
772,114.29,22.6
773,114.298,22.6
774,114.306,22.6
775,114.314,22.6
776,114.322,22.6
777,114.33,22.6
778,114.338,22.6
779,114.346,22.6
780,113.874,22.596
781,113.882,22.596
782,113.89,22.596
783,113.898,22.596
784,113.906,22.596
785,113.914,22.596
786,113.922,22.596
787,113.93,22.596
788,113.938,22.596
789,113.946,22.596
790,113.954,22.596
791,113.962,22.596
792,113.97,22.596
793,113.978,22.596
794,113.986,22.596
795,113.994,22.596
796,114.002,22.596
797,114.01,22.596
798,114.018,22.596
799,114.026,22.596
800,114.034,22.596
801,114.042,22.596
802,114.05,22.596
803,114.058,22.596
804,114.066,22.596
805,114.074,22.596
806,114.082,22.596
807,114.09,22.596
808,114.098,22.596
809,114.106,22.596
810,114.114,22.596
811,114.122,22.596
812,114.13,22.596
813,114.138,22.596
814,114.146,22.596
815,114.154,22.596
816,114.162,22.596
817,114.17,22.596
818,114.178,22.596
819,114.186,22.596
820,114.194,22.596
821,114.202,22.596
822,114.21,22.596
823,114.218,22.596
824,114.226,22.596
825,114.234,22.596
826,114.242,22.596
827,114.25,22.596
828,114.258,22.596
829,114.266,22.596
830,114.274,22.596
831,114.282,22.596
832,114.29,22.596
833,114.298,22.596
834,114.306,22.596
835,114.314,22.596
836,114.322,22.596
837,114.33,22.596
838,114.338,22.596
839,114.346,22.596
840,113.874,22.592
841,113.882,22.592
842,113.89,22.592
843,113.898,22.592
844,113.906,22.592
845,113.914,22.592
846,113.922,22.592
847,113.93,22.592
848,113.938,22.592
849,113.946,22.592
850,113.954,22.592
851,113.962,22.592
852,113.97,22.592
853,113.978,22.592
854,113.986,22.592
855,113.994,22.592
856,114.002,22.592
857,114.01,22.592
858,114.018,22.592
859,114.026,22.592
860,114.034,22.592
861,114.042,22.592
862,114.05,22.592
863,114.058,22.592
864,114.066,22.592
865,114.074,22.592
866,114.082,22.592
867,114.09,22.592
868,114.098,22.592
869,114.106,22.592
870,114.114,22.592
871,114.122,22.592
872,114.13,22.592
873,114.138,22.592
874,114.146,22.592
875,114.154,22.592
876,114.162,22.592
877,114.17,22.592
878,114.178,22.592
879,114.186,22.592
880,114.194,22.592
881,114.202,22.592
882,114.21,22.592
883,114.218,22.592
884,114.226,22.592
885,114.234,22.592
886,114.242,22.592
887,114.25,22.592
888,114.258,22.592
889,114.266,22.592
890,114.274,22.592
891,114.282,22.592
892,114.29,22.592
893,114.298,22.592
894,114.306,22.592
895,114.314,22.592
896,114.322,22.592
897,114.33,22.592
898,114.338,22.592
899,114.346,22.592
900,113.874,22.588
901,113.882,22.588
902,113.89,22.588
903,113.898,22.588
904,113.906,22.588
905,113.914,22.588
906,113.922,22.588
907,113.93,22.588
908,113.938,22.588
909,113.946,22.588
910,113.954,22.588
911,113.962,22.588
912,113.97,22.588
913,113.978,22.588
914,113.986,22.588
915,113.994,22.588
916,114.002,22.588
917,114.01,22.588
918,114.018,22.588
919,114.026,22.588
920,114.034,22.588
921,114.042,22.588
922,114.05,22.588
923,114.058,22.588
924,114.066,22.588
925,114.074,22.588
926,114.082,22.588
927,114.09,22.588
928,114.098,22.588
929,114.106,22.588
930,114.114,22.588
931,114.122,22.588
932,114.13,22.588
933,114.138,22.588
934,114.146,22.588
935,114.154,22.588
936,114.162,22.588
937,114.17,22.588
938,114.178,22.588
939,114.186,22.588
940,114.194,22.588
941,114.202,22.588
942,114.21,22.588
943,114.218,22.588
944,114.226,22.588
945,114.234,22.588
946,114.242,22.588
947,114.25,22.588
948,114.258,22.588
949,114.266,22.588
950,114.274,22.588
951,114.282,22.588
952,114.29,22.588
953,114.298,22.588
954,114.306,22.588
955,114.314,22.588
956,114.322,22.588
957,114.33,22.588
958,114.338,22.588
959,114.346,22.588
960,113.874,22.584
961,113.882,22.584
962,113.89,22.584
963,113.898,22.584
964,113.906,22.584
965,113.914,22.584
966,113.922,22.584
967,113.93,22.584
968,113.938,22.584
969,113.946,22.584
970,113.954,22.584
971,113.962,22.584
972,113.97,22.584
973,113.978,22.584
974,113.986,22.584
975,113.994,22.584
976,114.002,22.584
977,114.01,22.584
978,114.018,22.584
979,114.026,22.584
980,114.034,22.584
981,114.042,22.584
982,114.05,22.584
983,114.058,22.584
984,114.066,22.584
985,114.074,22.584
986,114.082,22.584
987,114.09,22.584
988,114.098,22.584
989,114.106,22.584
990,114.114,22.584
991,114.122,22.584
992,114.13,22.584
993,114.138,22.584
994,114.146,22.584
995,114.154,22.584
996,114.162,22.584
997,114.17,22.584
998,114.178,22.584
999,114.186,22.584
1000,114.194,22.584
1001,114.202,22.584
1002,114.21,22.584
1003,114.218,22.584
1004,114.226,22.584
1005,114.234,22.584
1006,114.242,22.584
1007,114.25,22.584
1008,114.258,22.584
1009,114.266,22.584
1010,114.274,22.584
1011,114.282,22.584
1012,114.29,22.584
1013,114.298,22.584
1014,114.306,22.584
1015,114.314,22.584
1016,114.322,22.584
1017,114.33,22.584
1018,114.338,22.584
1019,114.346,22.584
1020,113.874,22.58
1021,113.882,22.58
1022,113.89,22.58
1023,113.898,22.58
1024,113.906,22.58
1025,113.914,22.58
1026,113.922,22.58
1027,113.93,22.58
1028,113.938,22.58
1029,113.946,22.58
1030,113.954,22.58
1031,113.962,22.58
1032,113.97,22.58
1033,113.978,22.58
1034,113.986,22.58
1035,113.994,22.58
1036,114.002,22.58
1037,114.01,22.58
1038,114.018,22.58
1039,114.026,22.58
1040,114.034,22.58
1041,114.042,22.58
1042,114.05,22.58
1043,114.058,22.58
1044,114.066,22.58
1045,114.074,22.58
1046,114.082,22.58
1047,114.09,22.58
1048,114.098,22.58
1049,114.106,22.58
1050,114.114,22.58
1051,114.122,22.58
1052,114.13,22.58
1053,114.138,22.58
1054,114.146,22.58
1055,114.154,22.58
1056,114.162,22.58
1057,114.17,22.58
1058,114.178,22.58
1059,114.186,22.58
1060,114.194,22.58
1061,114.202,22.58
1062,114.21,22.58
1063,114.218,22.58
1064,114.226,22.58
1065,114.234,22.58
1066,114.242,22.58
1067,114.25,22.58
1068,114.258,22.58
1069,114.266,22.58
1070,114.274,22.58
1071,114.282,22.58
1072,114.29,22.58
1073,114.298,22.58
1074,114.306,22.58
1075,114.314,22.58
1076,114.322,22.58
1077,114.33,22.58
1078,114.338,22.58
1079,114.346,22.58
1080,113.874,22.576
1081,113.882,22.576
1082,113.89,22.576
1083,113.898,22.576
1084,113.906,22.576
1085,113.914,22.576
1086,113.922,22.576
1087,113.93,22.576
1088,113.938,22.576
1089,113.946,22.576
1090,113.954,22.576
1091,113.962,22.576
1092,113.97,22.576
1093,113.978,22.576
1094,113.986,22.576
1095,113.994,22.576
1096,114.002,22.576
1097,114.01,22.576
1098,114.018,22.576
1099,114.026,22.576
1100,114.034,22.576
1101,114.042,22.576
1102,114.05,22.576
1103,114.058,22.576
1104,114.066,22.576
1105,114.074,22.576
1106,114.082,22.576
1107,114.09,22.576
1108,114.098,22.576
1109,114.106,22.576
1110,114.114,22.576
1111,114.122,22.576
1112,114.13,22.576
1113,114.138,22.576
1114,114.146,22.576
1115,114.154,22.576
1116,114.162,22.576
1117,114.17,22.576
1118,114.178,22.576
1119,114.186,22.576
1120,114.194,22.576
1121,114.202,22.576
1122,114.21,22.576
1123,114.218,22.576
1124,114.226,22.576
1125,114.234,22.576
1126,114.242,22.576
1127,114.25,22.576
1128,114.258,22.576
1129,114.266,22.576
1130,114.274,22.576
1131,114.282,22.576
1132,114.29,22.576
1133,114.298,22.576
1134,114.306,22.576
1135,114.314,22.576
1136,114.322,22.576
1137,114.33,22.576
1138,114.338,22.576
1139,114.346,22.576
1140,113.874,22.572
1141,113.882,22.572
1142,113.89,22.572
1143,113.898,22.572
1144,113.906,22.572
1145,113.914,22.572
1146,113.922,22.572
1147,113.93,22.572
1148,113.938,22.572
1149,113.946,22.572
1150,113.954,22.572
1151,113.962,22.572
1152,113.97,22.572
1153,113.978,22.572
1154,113.986,22.572
1155,113.994,22.572
1156,114.002,22.572
1157,114.01,22.572
1158,114.018,22.572
1159,114.026,22.572
1160,114.034,22.572
1161,114.042,22.572
1162,114.05,22.572
1163,114.058,22.572
1164,114.066,22.572
1165,114.074,22.572
1166,114.082,22.572
1167,114.09,22.572
1168,114.098,22.572
1169,114.106,22.572
1170,114.114,22.572
1171,114.122,22.572
1172,114.13,22.572
1173,114.138,22.572
1174,114.146,22.572
1175,114.154,22.572
1176,114.162,22.572
1177,114.17,22.572
1178,114.178,22.572
1179,114.186,22.572
1180,114.194,22.572
1181,114.202,22.572
1182,114.21,22.572
1183,114.218,22.572
1184,114.226,22.572
1185,114.234,22.572
1186,114.242,22.572
1187,114.25,22.572
1188,114.258,22.572
1189,114.266,22.572
1190,114.274,22.572
1191,114.282,22.572
1192,114.29,22.572
1193,114.298,22.572
1194,114.306,22.572
1195,114.314,22.572
1196,114.322,22.572
1197,114.33,22.572
1198,114.338,22.572
1199,114.346,22.572
1200,113.874,22.568
1201,113.882,22.568
1202,113.89,22.568
1203,113.898,22.568
1204,113.906,22.568
1205,113.914,22.568
1206,113.922,22.568
1207,113.93,22.568
1208,113.938,22.568
1209,113.946,22.568
1210,113.954,22.568
1211,113.962,22.568
1212,113.97,22.568
1213,113.978,22.568
1214,113.986,22.568
1215,113.994,22.568
1216,114.002,22.568
1217,114.01,22.568
1218,114.018,22.568
1219,114.026,22.568
1220,114.034,22.568
1221,114.042,22.568
1222,114.05,22.568
1223,114.058,22.568
1224,114.066,22.568
1225,114.074,22.568
1226,114.082,22.568
1227,114.09,22.568
1228,114.098,22.568
1229,114.106,22.568
1230,114.114,22.568
1231,114.122,22.568
1232,114.13,22.568
1233,114.138,22.568
1234,114.146,22.568
1235,114.154,22.568
1236,114.162,22.568
1237,114.17,22.568
1238,114.178,22.568
1239,114.186,22.568
1240,114.194,22.568
1241,114.202,22.568
1242,114.21,22.568
1243,114.218,22.568
1244,114.226,22.568
1245,114.234,22.568
1246,114.242,22.568
1247,114.25,22.568
1248,114.258,22.568
1249,114.266,22.568
1250,114.274,22.568
1251,114.282,22.568
1252,114.29,22.568
1253,114.298,22.568
1254,114.306,22.568
1255,114.314,22.568
1256,114.322,22.568
1257,114.33,22.568
1258,114.338,22.568
1259,114.346,22.568
1260,113.874,22.564
1261,113.882,22.564
1262,113.89,22.564
1263,113.898,22.564
1264,113.906,22.564
1265,113.914,22.564
1266,113.922,22.564
1267,113.93,22.564
1268,113.938,22.564
1269,113.946,22.564
1270,113.954,22.564
1271,113.962,22.564
1272,113.97,22.564
1273,113.978,22.564
1274,113.986,22.564
1275,113.994,22.564
1276,114.002,22.564
1277,114.01,22.564
1278,114.018,22.564
1279,114.026,22.564
1280,114.034,22.564
1281,114.042,22.564
1282,114.05,22.564
1283,114.058,22.564
1284,114.066,22.564
1285,114.074,22.564
1286,114.082,22.564
1287,114.09,22.564
1288,114.098,22.564
1289,114.106,22.564
1290,114.114,22.564
1291,114.122,22.564
1292,114.13,22.564
1293,114.138,22.564
1294,114.146,22.564
1295,114.154,22.564
1296,114.162,22.564
1297,114.17,22.564
1298,114.178,22.564
1299,114.186,22.564
1300,114.194,22.564
1301,114.202,22.564
1302,114.21,22.564
1303,114.218,22.564
1304,114.226,22.564
1305,114.234,22.564
1306,114.242,22.564
1307,114.25,22.564
1308,114.258,22.564
1309,114.266,22.564
1310,114.274,22.564
1311,114.282,22.564
1312,114.29,22.564
1313,114.298,22.564
1314,114.306,22.564
1315,114.314,22.564
1316,114.322,22.564
1317,114.33,22.564
1318,114.338,22.564
1319,114.346,22.564
1320,113.874,22.56
1321,113.882,22.56
1322,113.89,22.56
1323,113.898,22.56
1324,113.906,22.56
1325,113.914,22.56
1326,113.922,22.56
1327,113.93,22.56
1328,113.938,22.56
1329,113.946,22.56
1330,113.954,22.56
1331,113.962,22.56
1332,113.97,22.56
1333,113.978,22.56
1334,113.986,22.56
1335,113.994,22.56
1336,114.002,22.56
1337,114.01,22.56
1338,114.018,22.56
1339,114.026,22.56
1340,114.034,22.56
1341,114.042,22.56
1342,114.05,22.56
1343,114.058,22.56
1344,114.066,22.56
1345,114.074,22.56
1346,114.082,22.56
1347,114.09,22.56
1348,114.098,22.56
1349,114.106,22.56
1350,114.114,22.56
1351,114.122,22.56
1352,114.13,22.56
1353,114.138,22.56
1354,114.146,22.56
1355,114.154,22.56
1356,114.162,22.56
1357,114.17,22.56
1358,114.178,22.56
1359,114.186,22.56
1360,114.194,22.56
