id,lnt,lat
1361,114.202,22.56
1362,114.21,22.56
1363,114.218,22.56
1364,114.226,22.56
1365,114.234,22.56
1366,114.242,22.56
1367,114.25,22.56
1368,114.258,22.56
1369,114.266,22.56
1370,114.274,22.56
1371,114.282,22.56
1372,114.29,22.56
1373,114.298,22.56
1374,114.306,22.56
1375,114.314,22.56
1376,114.322,22.56
1377,114.33,22.56
1378,114.338,22.56
1379,114.346,22.56
1380,113.874,22.556
1381,113.882,22.556
1382,113.89,22.556
1383,113.898,22.556
1384,113.906,22.556
1385,113.914,22.556
1386,113.922,22.556
1387,113.93,22.556
1388,113.938,22.556
1389,113.946,22.556
1390,113.954,22.556
1391,113.962,22.556
1392,113.97,22.556
1393,113.978,22.556
1394,113.986,22.556
1395,113.994,22.556
1396,114.002,22.556
1397,114.01,22.556
1398,114.018,22.556
1399,114.026,22.556
1400,114.034,22.556
1401,114.042,22.556
1402,114.05,22.556
1403,114.058,22.556
1404,114.066,22.556
1405,114.074,22.556
1406,114.082,22.556
1407,114.09,22.556
1408,114.098,22.556
1409,114.106,22.556
1410,114.114,22.556
1411,114.122,22.556
1412,114.13,22.556
1413,114.138,22.556
1414,114.146,22.556
1415,114.154,22.556
1416,114.162,22.556
1417,114.17,22.556
1418,114.178,22.556
1419,114.186,22.556
1420,114.194,22.556
1421,114.202,22.556
1422,114.21,22.556
1423,114.218,22.556
1424,114.226,22.556
1425,114.234,22.556
1426,114.242,22.556
1427,114.25,22.556
1428,114.258,22.556
1429,114.266,22.556
1430,114.274,22.556
1431,114.282,22.556
1432,114.29,22.556
1433,114.298,22.556
1434,114.306,22.556
1435,114.314,22.556
1436,114.322,22.556
1437,114.33,22.556
1438,114.338,22.556
1439,114.346,22.556
1440,113.874,22.552
1441,113.882,22.552
1442,113.89,22.552
1443,113.898,22.552
1444,113.906,22.552
1445,113.914,22.552
1446,113.922,22.552
1447,113.93,22.552
1448,113.938,22.552
1449,113.946,22.552
1450,113.954,22.552
1451,113.962,22.552
1452,113.97,22.552
1453,113.978,22.552
1454,113.986,22.552
1455,113.994,22.552
1456,114.002,22.552
1457,114.01,22.552
1458,114.018,22.552
1459,114.026,22.552
1460,114.034,22.552
1461,114.042,22.552
1462,114.05,22.552
1463,114.058,22.552
1464,114.066,22.552
1465,114.074,22.552
1466,114.082,22.552
1467,114.09,22.552
1468,114.098,22.552
1469,114.106,22.552
1470,114.114,22.552
1471,114.122,22.552
1472,114.13,22.552
1473,114.138,22.552
1474,114.146,22.552
1475,114.154,22.552
1476,114.162,22.552
1477,114.17,22.552
1478,114.178,22.552
1479,114.186,22.552
1480,114.194,22.552
1481,114.202,22.552
1482,114.21,22.552
1483,114.218,22.552
1484,114.226,22.552
1485,114.234,22.552
1486,114.242,22.552
1487,114.25,22.552
1488,114.258,22.552
1489,114.266,22.552
1490,114.274,22.552
1491,114.282,22.552
1492,114.29,22.552
1493,114.298,22.552
1494,114.306,22.552
1495,114.314,22.552
1496,114.322,22.552
1497,114.33,22.552
1498,114.338,22.552
1499,114.346,22.552
1500,113.874,22.548
1501,113.882,22.548
1502,113.89,22.548
1503,113.898,22.548
1504,113.906,22.548
1505,113.914,22.548
1506,113.922,22.548
1507,113.93,22.548
1508,113.938,22.548
1509,113.946,22.548
1510,113.954,22.548
1511,113.962,22.548
1512,113.97,22.548
1513,113.978,22.548
1514,113.986,22.548
1515,113.994,22.548
1516,114.002,22.548
1517,114.01,22.548
1518,114.018,22.548
1519,114.026,22.548
1520,114.034,22.548
1521,114.042,22.548
1522,114.05,22.548
1523,114.058,22.548
1524,114.066,22.548
1525,114.074,22.548
1526,114.082,22.548
1527,114.09,22.548
1528,114.098,22.548
1529,114.106,22.548
1530,114.114,22.548
1531,114.122,22.548
1532,114.13,22.548
1533,114.138,22.548
1534,114.146,22.548
1535,114.154,22.548
1536,114.162,22.548
1537,114.17,22.548
1538,114.178,22.548
1539,114.186,22.548
1540,114.194,22.548
1541,114.202,22.548
1542,114.21,22.548
1543,114.218,22.548
1544,114.226,22.548
1545,114.234,22.548
1546,114.242,22.548
1547,114.25,22.548
1548,114.258,22.548
1549,114.266,22.548
1550,114.274,22.548
1551,114.282,22.548
1552,114.29,22.548
1553,114.298,22.548
1554,114.306,22.548
1555,114.314,22.548
1556,114.322,22.548
1557,114.33,22.548
1558,114.338,22.548
1559,114.346,22.548
1560,113.874,22.544
1561,113.882,22.544
1562,113.89,22.544
1563,113.898,22.544
1564,113.906,22.544
1565,113.914,22.544
1566,113.922,22.544
1567,113.93,22.544
1568,113.938,22.544
1569,113.946,22.544
1570,113.954,22.544
1571,113.962,22.544
1572,113.97,22.544
1573,113.978,22.544
1574,113.986,22.544
1575,113.994,22.544
1576,114.002,22.544
1577,114.01,22.544
1578,114.018,22.544
1579,114.026,22.544
1580,114.034,22.544
1581,114.042,22.544
1582,114.05,22.544
1583,114.058,22.544
1584,114.066,22.544
1585,114.074,22.544
1586,114.082,22.544
1587,114.09,22.544
1588,114.098,22.544
1589,114.106,22.544
1590,114.114,22.544
1591,114.122,22.544
1592,114.13,22.544
1593,114.138,22.544
1594,114.146,22.544
1595,114.154,22.544
1596,114.162,22.544
1597,114.17,22.544
1598,114.178,22.544
1599,114.186,22.544
1600,114.194,22.544
1601,114.202,22.544
1602,114.21,22.544
1603,114.218,22.544
1604,114.226,22.544
1605,114.234,22.544
1606,114.242,22.544
1607,114.25,22.544
1608,114.258,22.544
1609,114.266,22.544
1610,114.274,22.544
1611,114.282,22.544
1612,114.29,22.544
1613,114.298,22.544
1614,114.306,22.544
1615,114.314,22.544
1616,114.322,22.544
1617,114.33,22.544
1618,114.338,22.544
1619,114.346,22.544
1620,113.874,22.54
1621,113.882,22.54
1622,113.89,22.54
1623,113.898,22.54
1624,113.906,22.54
1625,113.914,22.54
1626,113.922,22.54
1627,113.93,22.54
1628,113.938,22.54
1629,113.946,22.54
1630,113.954,22.54
1631,113.962,22.54
1632,113.97,22.54
1633,113.978,22.54
1634,113.986,22.54
1635,113.994,22.54
1636,114.002,22.54
1637,114.01,22.54
1638,114.018,22.54
1639,114.026,22.54
1640,114.034,22.54
1641,114.042,22.54
1642,114.05,22.54
1643,114.058,22.54
1644,114.066,22.54
1645,114.074,22.54
1646,114.082,22.54
1647,114.09,22.54
1648,114.098,22.54
1649,114.106,22.54
1650,114.114,22.54
1651,114.122,22.54
1652,114.13,22.54
1653,114.138,22.54
1654,114.146,22.54
1655,114.154,22.54
1656,114.162,22.54
1657,114.17,22.54
1658,114.178,22.54
1659,114.186,22.54
1660,114.194,22.54
1661,114.202,22.54
1662,114.21,22.54
1663,114.218,22.54
1664,114.226,22.54
1665,114.234,22.54
1666,114.242,22.54
1667,114.25,22.54
1668,114.258,22.54
1669,114.266,22.54
1670,114.274,22.54
1671,114.282,22.54
1672,114.29,22.54
1673,114.298,22.54
1674,114.306,22.54
1675,114.314,22.54
1676,114.322,22.54
1677,114.33,22.54
1678,114.338,22.54
1679,114.346,22.54
1680,113.874,22.536
1681,113.882,22.536
1682,113.89,22.536
1683,113.898,22.536
1684,113.906,22.536
1685,113.914,22.536
1686,113.922,22.536
1687,113.93,22.536
1688,113.938,22.536
1689,113.946,22.536
1690,113.954,22.536
1691,113.962,22.536
1692,113.97,22.536
1693,113.978,22.536
1694,113.986,22.536
1695,113.994,22.536
1696,114.002,22.536
1697,114.01,22.536
1698,114.018,22.536
1699,114.026,22.536
1700,114.034,22.536
1701,114.042,22.536
1702,114.05,22.536
1703,114.058,22.536
1704,114.066,22.536
1705,114.074,22.536
1706,114.082,22.536
1707,114.09,22.536
1708,114.098,22.536
1709,114.106,22.536
1710,114.114,22.536
1711,114.122,22.536
1712,114.13,22.536
1713,114.138,22.536
1714,114.146,22.536
1715,114.154,22.536
1716,114.162,22.536
1717,114.17,22.536
1718,114.178,22.536
1719,114.186,22.536
1720,114.194,22.536
1721,114.202,22.536
1722,114.21,22.536
1723,114.218,22.536
1724,114.226,22.536
1725,114.234,22.536
1726,114.242,22.536
1727,114.25,22.536
1728,114.258,22.536
1729,114.266,22.536
1730,114.274,22.536
1731,114.282,22.536
1732,114.29,22.536
1733,114.298,22.536
1734,114.306,22.536
1735,114.314,22.536
1736,114.322,22.536
1737,114.33,22.536
1738,114.338,22.536
1739,114.346,22.536
1740,113.874,22.532
1741,113.882,22.532
1742,113.89,22.532
1743,113.898,22.532
1744,113.906,22.532
1745,113.914,22.532
1746,113.922,22.532
1747,113.93,22.532
1748,113.938,22.532
1749,113.946,22.532
1750,113.954,22.532
1751,113.962,22.532
1752,113.97,22.532
1753,113.978,22.532
1754,113.986,22.532
1755,113.994,22.532
1756,114.002,22.532
1757,114.01,22.532
1758,114.018,22.532
1759,114.026,22.532
1760,114.034,22.532
1761,114.042,22.532
1762,114.05,22.532
1763,114.058,22.532
1764,114.066,22.532
1765,114.074,22.532
1766,114.082,22.532
1767,114.09,22.532
1768,114.098,22.532
1769,114.106,22.532
1770,114.114,22.532
1771,114.122,22.532
1772,114.13,22.532
1773,114.138,22.532
1774,114.146,22.532
1775,114.154,22.532
1776,114.162,22.532
1777,114.17,22.532
1778,114.178,22.532
1779,114.186,22.532
1780,114.194,22.532
1781,114.202,22.532
1782,114.21,22.532
1783,114.218,22.532
1784,114.226,22.532
1785,114.234,22.532
1786,114.242,22.532
1787,114.25,22.532
1788,114.258,22.532
1789,114.266,22.532
1790,114.274,22.532
1791,114.282,22.532
1792,114.29,22.532
1793,114.298,22.532
1794,114.306,22.532
1795,114.314,22.532
1796,114.322,22.532
1797,114.33,22.532
1798,114.338,22.532
1799,114.346,22.532
1800,113.874,22.528
1801,113.882,22.528
1802,113.89,22.528
1803,113.898,22.528
1804,113.906,22.528
1805,113.914,22.528
1806,113.922,22.528
1807,113.93,22.528
1808,113.938,22.528
1809,113.946,22.528
1810,113.954,22.528
1811,113.962,22.528
1812,113.97,22.528
1813,113.978,22.528
1814,113.986,22.528
1815,113.994,22.528
1816,114.002,22.528
1817,114.01,22.528
1818,114.018,22.528
1819,114.026,22.528
1820,114.034,22.528
1821,114.042,22.528
1822,114.05,22.528
1823,114.058,22.528
1824,114.066,22.528
1825,114.074,22.528
1826,114.082,22.528
1827,114.09,22.528
1828,114.098,22.528
1829,114.106,22.528
1830,114.114,22.528
1831,114.122,22.528
1832,114.13,22.528
1833,114.138,22.528
1834,114.146,22.528
1835,114.154,22.528
1836,114.162,22.528
1837,114.17,22.528
1838,114.178,22.528
1839,114.186,22.528
1840,114.194,22.528
1841,114.202,22.528
1842,114.21,22.528
1843,114.218,22.528
1844,114.226,22.528
1845,114.234,22.528
1846,114.242,22.528
1847,114.25,22.528
1848,114.258,22.528
1849,114.266,22.528
1850,114.274,22.528
1851,114.282,22.528
1852,114.29,22.528
1853,114.298,22.528
1854,114.306,22.528
1855,114.314,22.528
1856,114.322,22.528
1857,114.33,22.528
1858,114.338,22.528
1859,114.346,22.528
1860,113.874,22.524
1861,113.882,22.524
1862,113.89,22.524
1863,113.898,22.524
1864,113.906,22.524
1865,113.914,22.524
1866,113.922,22.524
1867,113.93,22.524
1868,113.938,22.524
1869,113.946,22.524
1870,113.954,22.524
1871,113.962,22.524
1872,113.97,22.524
1873,113.978,22.524
1874,113.986,22.524
1875,113.994,22.524
1876,114.002,22.524
1877,114.01,22.524
1878,114.018,22.524
1879,114.026,22.524
1880,114.034,22.524
1881,114.042,22.524
1882,114.05,22.524
1883,114.058,22.524
1884,114.066,22.524
1885,114.074,22.524
1886,114.082,22.524
1887,114.09,22.524
1888,114.098,22.524
1889,114.106,22.524
1890,114.114,22.524
1891,114.122,22.524
1892,114.13,22.524
1893,114.138,22.524
1894,114.146,22.524
1895,114.154,22.524
1896,114.162,22.524
1897,114.17,22.524
1898,114.178,22.524
1899,114.186,22.524
1900,114.194,22.524
1901,114.202,22.524
1902,114.21,22.524
1903,114.218,22.524
1904,114.226,22.524
1905,114.234,22.524
1906,114.242,22.524
1907,114.25,22.524
1908,114.258,22.524
1909,114.266,22.524
1910,114.274,22.524
1911,114.282,22.524
1912,114.29,22.524
1913,114.298,22.524
1914,114.306,22.524
1915,114.314,22.524
1916,114.322,22.524
1917,114.33,22.524
1918,114.338,22.524
1919,114.346,22.524
1920,113.874,22.52
1921,113.882,22.52
1922,113.89,22.52
1923,113.898,22.52
1924,113.906,22.52
1925,113.914,22.52
1926,113.922,22.52
1927,113.93,22.52
1928,113.938,22.52
1929,113.946,22.52
1930,113.954,22.52
1931,113.962,22.52
1932,113.97,22.52
1933,113.978,22.52
1934,113.986,22.52
1935,113.994,22.52
1936,114.002,22.52
1937,114.01,22.52
1938,114.018,22.52
1939,114.026,22.52
1940,114.034,22.52
1941,114.042,22.52
1942,114.05,22.52
1943,114.058,22.52
1944,114.066,22.52
1945,114.074,22.52
1946,114.082,22.52
1947,114.09,22.52
1948,114.098,22.52
1949,114.106,22.52
1950,114.114,22.52
1951,114.122,22.52
1952,114.13,22.52
1953,114.138,22.52
1954,114.146,22.52
1955,114.154,22.52
1956,114.162,22.52
1957,114.17,22.52
1958,114.178,22.52
1959,114.186,22.52
1960,114.194,22.52
1961,114.202,22.52
1962,114.21,22.52
1963,114.218,22.52
1964,114.226,22.52
1965,114.234,22.52
1966,114.242,22.52
1967,114.25,22.52
1968,114.258,22.52
1969,114.266,22.52
1970,114.274,22.52
1971,114.282,22.52
1972,114.29,22.52
1973,114.298,22.52
1974,114.306,22.52
1975,114.314,22.52
1976,114.322,22.52
1977,114.33,22.52
1978,114.338,22.52
1979,114.346,22.52
1980,113.874,22.516
1981,113.882,22.516
1982,113.89,22.516
1983,113.898,22.516
1984,113.906,22.516
1985,113.914,22.516
1986,113.922,22.516
1987,113.93,22.516
1988,113.938,22.516
1989,113.946,22.516
1990,113.954,22.516
1991,113.962,22.516
1992,113.97,22.516
1993,113.978,22.516
1994,113.986,22.516
1995,113.994,22.516
1996,114.002,22.516
1997,114.01,22.516
1998,114.018,22.516
1999,114.026,22.516
2000,114.034,22.516
2001,114.042,22.516
2002,114.05,22.516
2003,114.058,22.516
2004,114.066,22.516
2005,114.074,22.516
2006,114.082,22.516
2007,114.09,22.516
2008,114.098,22.516
2009,114.106,22.516
2010,114.114,22.516
2011,114.122,22.516
2012,114.13,22.516
2013,114.138,22.516
2014,114.146,22.516
2015,114.154,22.516
2016,114.162,22.516
2017,114.17,22.516
2018,114.178,22.516
2019,114.186,22.516
2020,114.194,22.516
2021,114.202,22.516
2022,114.21,22.516
2023,114.218,22.516
2024,114.226,22.516
2025,114.234,22.516
2026,114.242,22.516
2027,114.25,22.516
2028,114.258,22.516
2029,114.266,22.516
2030,114.274,22.516
2031,114.282,22.516
2032,114.29,22.516
2033,114.298,22.516
2034,114.306,22.516
2035,114.314,22.516
2036,114.322,22.516
2037,114.33,22.516
2038,114.338,22.516
2039,114.346,22.516
2040,113.874,22.512
2041,113.882,22.512
2042,113.89,22.512
2043,113.898,22.512
2044,113.906,22.512
2045,113.914,22.512
2046,113.922,22.512
2047,113.93,22.512
2048,113.938,22.512
2049,113.946,22.512
2050,113.954,22.512
2051,113.962,22.512
2052,113.97,22.512
2053,113.978,22.512
2054,113.986,22.512
2055,113.994,22.512
2056,114.002,22.512
2057,114.01,22.512
2058,114.018,22.512
2059,114.026,22.512
2060,114.034,22.512
2061,114.042,22.512
2062,114.05,22.512
2063,114.058,22.512
2064,114.066,22.512
2065,114.074,22.512
2066,114.082,22.512
2067,114.09,22.512
2068,114.098,22.512
2069,114.106,22.512
2070,114.114,22.512
2071,114.122,22.512
2072,114.13,22.512
2073,114.138,22.512
2074,114.146,22.512
2075,114.154,22.512
2076,114.162,22.512
2077,114.17,22.512
2078,114.178,22.512
2079,114.186,22.512
2080,114.194,22.512
2081,114.202,22.512
2082,114.21,22.512
2083,114.218,22.512
2084,114.226,22.512
2085,114.234,22.512
2086,114.242,22.512
2087,114.25,22.512
2088,114.258,22.512
2089,114.266,22.512
2090,114.274,22.512
2091,114.282,22.512
2092,114.29,22.512
2093,114.298,22.512
2094,114.306,22.512
2095,114.314,22.512
2096,114.322,22.512
2097,114.33,22.512
2098,114.338,22.512
2099,114.346,22.512
2100,113.874,22.508
2101,113.882,22.508
2102,113.89,22.508
2103,113.898,22.508
2104,113.906,22.508
2105,113.914,22.508
2106,113.922,22.508
2107,113.93,22.508
2108,113.938,22.508
2109,113.946,22.508
2110,113.954,22.508
2111,113.962,22.508
2112,113.97,22.508
2113,113.978,22.508
2114,113.986,22.508
2115,113.994,22.508
2116,114.002,22.508
2117,114.01,22.508
2118,114.018,22.508
2119,114.026,22.508
2120,114.034,22.508
2121,114.042,22.508
2122,114.05,22.508
2123,114.058,22.508
2124,114.066,22.508
2125,114.074,22.508
2126,114.082,22.508
2127,114.09,22.508
2128,114.098,22.508
2129,114.106,22.508
2130,114.114,22.508
2131,114.122,22.508
2132,114.13,22.508
2133,114.138,22.508
2134,114.146,22.508
2135,114.154,22.508
2136,114.162,22.508
2137,114.17,22.508
2138,114.178,22.508
2139,114.186,22.508
2140,114.194,22.508
2141,114.202,22.508
2142,114.21,22.508
2143,114.218,22.508
2144,114.226,22.508
2145,114.234,22.508
2146,114.242,22.508
2147,114.25,22.508
2148,114.258,22.508
2149,114.266,22.508
2150,114.274,22.508
2151,114.282,22.508
2152,114.29,22.508
2153,114.298,22.508
2154,114.306,22.508
2155,114.314,22.508
2156,114.322,22.508
2157,114.33,22.508
2158,114.338,22.508
2159,114.346,22.508
2160,113.874,22.504
2161,113.882,22.504
2162,113.89,22.504
2163,113.898,22.504
2164,113.906,22.504
2165,113.914,22.504
2166,113.922,22.504
2167,113.93,22.504
2168,113.938,22.504
2169,113.946,22.504
2170,113.954,22.504
2171,113.962,22.504
2172,113.97,22.504
2173,113.978,22.504
2174,113.986,22.504
2175,113.994,22.504
2176,114.002,22.504
2177,114.01,22.504
2178,114.018,22.504
2179,114.026,22.504
2180,114.034,22.504
2181,114.042,22.504
2182,114.05,22.504
2183,114.058,22.504
2184,114.066,22.504
2185,114.074,22.504
2186,114.082,22.504
2187,114.09,22.504
2188,114.098,22.504
2189,114.106,22.504
2190,114.114,22.504
2191,114.122,22.504
2192,114.13,22.504
2193,114.138,22.504
2194,114.146,22.504
2195,114.154,22.504
2196,114.162,22.504
2197,114.17,22.504
2198,114.178,22.504
2199,114.186,22.504
2200,114.194,22.504
2201,114.202,22.504
2202,114.21,22.504
2203,114.218,22.504
2204,114.226,22.504
2205,114.234,22.504
2206,114.242,22.504
2207,114.25,22.504
2208,114.258,22.504
2209,114.266,22.504
2210,114.274,22.504
2211,114.282,22.504
2212,114.29,22.504
2213,114.298,22.504
2214,114.306,22.504
2215,114.314,22.504
2216,114.322,22.504
2217,114.33,22.504
2218,114.338,22.504
2219,114.346,22.504
2220,113.874,22.5
2221,113.882,22.5
2222,113.89,22.5
2223,113.898,22.5
2224,113.906,22.5
2225,113.914,22.5
2226,113.922,22.5
2227,113.93,22.5
2228,113.938,22.5
2229,113.946,22.5
2230,113.954,22.5
2231,113.962,22.5
2232,113.97,22.5
2233,113.978,22.5
2234,113.986,22.5
2235,113.994,22.5
2236,114.002,22.5
2237,114.01,22.5
2238,114.018,22.5
2239,114.026,22.5
2240,114.034,22.5
2241,114.042,22.5
2242,114.05,22.5
2243,114.058,22.5
2244,114.066,22.5
2245,114.074,22.5
2246,114.082,22.5
2247,114.09,22.5
2248,114.098,22.5
2249,114.106,22.5
2250,114.114,22.5
2251,114.122,22.5
2252,114.13,22.5
2253,114.138,22.5
2254,114.146,22.5
2255,114.154,22.5
2256,114.162,22.5
2257,114.17,22.5
2258,114.178,22.5
2259,114.186,22.5
2260,114.194,22.5
2261,114.202,22.5
2262,114.21,22.5
2263,114.218,22.5
2264,114.226,22.5
2265,114.234,22.5
2266,114.242,22.5
2267,114.25,22.5
2268,114.258,22.5
2269,114.266,22.5
2270,114.274,22.5
2271,114.282,22.5
2272,114.29,22.5
2273,114.298,22.5
2274,114.306,22.5
2275,114.314,22.5
2276,114.322,22.5
2277,114.33,22.5
2278,114.338,22.5
2279,114.346,22.5
2280,113.874,22.496
2281,113.882,22.496
2282,113.89,22.496
2283,113.898,22.496
2284,113.906,22.496
2285,113.914,22.496
2286,113.922,22.496
2287,113.93,22.496
2288,113.938,22.496
2289,113.946,22.496
2290,113.954,22.496
2291,113.962,22.496
2292,113.97,22.496
2293,113.978,22.496
2294,113.986,22.496
2295,113.994,22.496
2296,114.002,22.496
2297,114.01,22.496
2298,114.018,22.496
2299,114.026,22.496
2300,114.034,22.496
2301,114.042,22.496
2302,114.05,22.496
2303,114.058,22.496
2304,114.066,22.496
2305,114.074,22.496
2306,114.082,22.496
2307,114.09,22.496
2308,114.098,22.496
2309,114.106,22.496
2310,114.114,22.496
2311,114.122,22.496
2312,114.13,22.496
2313,114.138,22.496
2314,114.146,22.496
2315,114.154,22.496
2316,114.162,22.496
2317,114.17,22.496
2318,114.178,22.496
2319,114.186,22.496
2320,114.194,22.496
2321,114.202,22.496
2322,114.21,22.496
2323,114.218,22.496
2324,114.226,22.496
2325,114.234,22.496
2326,114.242,22.496
2327,114.25,22.496
2328,114.258,22.496
2329,114.266,22.496
2330,114.274,22.496
2331,114.282,22.496
2332,114.29,22.496
2333,114.298,22.496
2334,114.306,22.496
2335,114.314,22.496
2336,114.322,22.496
2337,114.33,22.496
2338,114.338,22.496
2339,114.346,22.496
2340,113.874,22.492
2341,113.882,22.492
2342,113.89,22.492
2343,113.898,22.492
2344,113.906,22.492
2345,113.914,22.492
2346,113.922,22.492
2347,113.93,22.492
2348,113.938,22.492
2349,113.946,22.492
2350,113.954,22.492
2351,113.962,22.492
2352,113.97,22.492
2353,113.978,22.492
2354,113.986,22.492
2355,113.994,22.492
2356,114.002,22.492
2357,114.01,22.492
2358,114.018,22.492
2359,114.026,22.492
2360,114.034,22.492
2361,114.042,22.492
2362,114.05,22.492
2363,114.058,22.492
2364,114.066,22.492
2365,114.074,22.492
2366,114.082,22.492
2367,114.09,22.492
2368,114.098,22.492
2369,114.106,22.492
2370,114.114,22.492
2371,114.122,22.492
2372,114.13,22.492
2373,114.138,22.492
2374,114.146,22.492
2375,114.154,22.492
2376,114.162,22.492
2377,114.17,22.492
2378,114.178,22.492
2379,114.186,22.492
2380,114.194,22.492
2381,114.202,22.492
2382,114.21,22.492
2383,114.218,22.492
2384,114.226,22.492
2385,114.234,22.492
2386,114.242,22.492
2387,114.25,22.492
2388,114.258,22.492
2389,114.266,22.492
2390,114.274,22.492
2391,114.282,22.492
2392,114.29,22.492
2393,114.298,22.492
2394,114.306,22.492
2395,114.314,22.492
2396,114.322,22.492
2397,114.33,22.492
2398,114.338,22.492
2399,114.346,22.492
2400,113.874,22.488
2401,113.882,22.488
2402,113.89,22.488
2403,113.898,22.488
2404,113.906,22.488
2405,113.914,22.488
2406,113.922,22.488
2407,113.93,22.488
2408,113.938,22.488
2409,113.946,22.488
2410,113.954,22.488
2411,113.962,22.488
2412,113.97,22.488
2413,113.978,22.488
2414,113.986,22.488
2415,113.994,22.488
2416,114.002,22.488
2417,114.01,22.488
2418,114.018,22.488
2419,114.026,22.488
2420,114.034,22.488
2421,114.042,22.488
2422,114.05,22.488
2423,114.058,22.488
2424,114.066,22.488
2425,114.074,22.488
2426,114.082,22.488
2427,114.09,22.488
2428,114.098,22.488
2429,114.106,22.488
2430,114.114,22.488
2431,114.122,22.488
2432,114.13,22.488
2433,114.138,22.488
2434,114.146,22.488
2435,114.154,22.488
2436,114.162,22.488
2437,114.17,22.488
2438,114.178,22.488
2439,114.186,22.488
2440,114.194,22.488
2441,114.202,22.488
2442,114.21,22.488
2443,114.218,22.488
2444,114.226,22.488
2445,114.234,22.488
2446,114.242,22.488
2447,114.25,22.488
2448,114.258,22.488
2449,114.266,22.488
2450,114.274,22.488
2451,114.282,22.488
2452,114.29,22.488
2453,114.298,22.488
2454,114.306,22.488
2455,114.314,22.488
2456,114.322,22.488
2457,114.33,22.488
2458,114.338,22.488
2459,114.346,22.488
2460,113.874,22.484
2461,113.882,22.484
2462,113.89,22.484
2463,113.898,22.484
2464,113.906,22.484
2465,113.914,22.484
2466,113.922,22.484
2467,113.93,22.484
2468,113.938,22.484
2469,113.946,22.484
2470,113.954,22.484
2471,113.962,22.484
2472,113.97,22.484
2473,113.978,22.484
2474,113.986,22.484
2475,113.994,22.484
2476,114.002,22.484
2477,114.01,22.484
2478,114.018,22.484
2479,114.026,22.484
2480,114.034,22.484
2481,114.042,22.484
2482,114.05,22.484
2483,114.058,22.484
2484,114.066,22.484
2485,114.074,22.484
2486,114.082,22.484
2487,114.09,22.484
2488,114.098,22.484
2489,114.106,22.484
2490,114.114,22.484
2491,114.122,22.484
2492,114.13,22.484
2493,114.138,22.484
2494,114.146,22.484
2495,114.154,22.484
2496,114.162,22.484
2497,114.17,22.484
2498,114.178,22.484
2499,114.186,22.484
2500,114.194,22.484
2501,114.202,22.484
2502,114.21,22.484
2503,114.218,22.484
2504,114.226,22.484
2505,114.234,22.484
2506,114.242,22.484
2507,114.25,22.484
2508,114.258,22.484
2509,114.266,22.484
2510,114.274,22.484
2511,114.282,22.484
2512,114.29,22.484
2513,114.298,22.484
2514,114.306,22.484
2515,114.314,22.484
2516,114.322,22.484
2517,114.33,22.484
2518,114.338,22.484
2519,114.346,22.484
2520,113.874,22.48
2521,113.882,22.48
2522,113.89,22.48
2523,113.898,22.48
2524,113.906,22.48
2525,113.914,22.48
2526,113.922,22.48
2527,113.93,22.48
2528,113.938,22.48
2529,113.946,22.48
2530,113.954,22.48
2531,113.962,22.48
2532,113.97,22.48
2533,113.978,22.48
2534,113.986,22.48
2535,113.994,22.48
2536,114.002,22.48
2537,114.01,22.48
2538,114.018,22.48
2539,114.026,22.48
2540,114.034,22.48
2541,114.042,22.48
2542,114.05,22.48
2543,114.058,22.48
2544,114.066,22.48
2545,114.074,22.48
2546,114.082,22.48
2547,114.09,22.48
2548,114.098,22.48
2549,114.106,22.48
2550,114.114,22.48
2551,114.122,22.48
2552,114.13,22.48
2553,114.138,22.48
2554,114.146,22.48
2555,114.154,22.48
2556,114.162,22.48
2557,114.17,22.48
2558,114.178,22.48
2559,114.186,22.48
2560,114.194,22.48
2561,114.202,22.48
2562,114.21,22.48
2563,114.218,22.48
2564,114.226,22.48
2565,114.234,22.48
2566,114.242,22.48
2567,114.25,22.48
2568,114.258,22.48
2569,114.266,22.48
2570,114.274,22.48
2571,114.282,22.48
2572,114.29,22.48
2573,114.298,22.48
2574,114.306,22.48
2575,114.314,22.48
2576,114.322,22.48
2577,114.33,22.48
2578,114.338,22.48
2579,114.346,22.48
2580,113.874,22.476
2581,113.882,22.476
2582,113.89,22.476
2583,113.898,22.476
2584,113.906,22.476
2585,113.914,22.476
2586,113.922,22.476
2587,113.93,22.476
2588,113.938,22.476
2589,113.946,22.476
2590,113.954,22.476
2591,113.962,22.476
2592,113.97,22.476
2593,113.978,22.476
2594,113.986,22.476
2595,113.994,22.476
2596,114.002,22.476
2597,114.01,22.476
2598,114.018,22.476
2599,114.026,22.476
2600,114.034,22.476
2601,114.042,22.476
2602,114.05,22.476
2603,114.058,22.476
2604,114.066,22.476
2605,114.074,22.476
2606,114.082,22.476
2607,114.09,22.476
2608,114.098,22.476
2609,114.106,22.476
2610,114.114,22.476
2611,114.122,22.476
2612,114.13,22.476
2613,114.138,22.476
2614,114.146,22.476
2615,114.154,22.476
2616,114.162,22.476
2617,114.17,22.476
2618,114.178,22.476
2619,114.186,22.476
2620,114.194,22.476
2621,114.202,22.476
2622,114.21,22.476
2623,114.218,22.476
2624,114.226,22.476
2625,114.234,22.476
2626,114.242,22.476
2627,114.25,22.476
2628,114.258,22.476
2629,114.266,22.476
2630,114.274,22.476
2631,114.282,22.476
