source,target,x,y,slat,slng,tlat,tlng,label,fre,ebt
1519,1709,48.28086929,17.67273909,27.97433,120.75966,27.97034,120.76311,10,22700,0.0
1744,2764,-19.23179378,-54.48609456,28.049438,120.581163,28.044142,120.567394,9,142,0.0
695,2292,-24.74383556,-58.38969456,28.054694,120.586916,28.04572,120.58643,9,579,0.0
371,1509,54.17952375,-0.377366854,27.93031,120.80753,27.9249,120.82617,6,40,115.78119287359897
1661,1915,-29.44979836,-55.35829416,28.060416,120.573888,28.04515,120.55602,9,264,0.0
745,1807,-56.72569391,-11.65626846,28.04541,120.65027,28.040568,120.63282,7,282,0.0
1089,2657,-28.74929571,7.411207923,28.02804,120.57818,28.02002,120.64857,-1,3,0.0
172,609,-49.83920862,-24.85522553,28.0428,120.62069,28.02096,120.62016,-1,4,0.0
131,373,-33.63636205,-53.37357605,28.09088,120.555876,28.09339,120.55599,9,93,0.0
1600,2577,37.03580606,-28.26170463,27.92162,120.70502,27.92101,120.70502,3,88,0.0
1031,2568,-23.65459567,-47.58067086,28.036972,120.589166,28.04901,120.58582,9,262,0.0
2481,2901,29.01837127,6.198516409,27.97265,120.66766,27.97339,120.7071,-1,20,0.0
1315,2000,32.81038123,-26.56452466,27.91937,120.7061,27.92247,120.70628,3,56,0.0
307,1082,-43.66979707,32.99352865,28.01573,120.65876,28.016688,120.655528,3,1602,0.0
1391,2250,27.83560436,-20.07616812,27.95467,120.69939,27.92446,120.6923,-1,28,0.0
400,955,-42.75683271,5.106485117,28.03874,120.658,28.04133,120.65311,7,3,0.0
296,2254,54.3999702,0.080365604,27.93013,120.81461,27.923401,120.816621,6,34,0.0
2744,2939,-20.79168871,7.780453232,28.0132,120.654,28.011397,120.653141,3,8,0.0
335,775,29.08124686,-40.93579298,27.93483,120.66784,27.9189,120.64478,-1,52,0.0
1869,2465,37.35863821,-50.08947028,27.89644,120.63496,27.88796,120.64935,3,4508,0.0
984,1769,23.98860539,50.42890715,28.002192,120.710532,27.998722,120.707177,7,127,0.0
1870,2220,-31.28292093,34.04659527,27.99576,120.6574,28.00312,120.65703,3,141,0.0
1108,2214,26.78021726,-24.66532067,27.924685,120.69711,27.9598,120.68203,-1,27,0.0
911,2422,56.74586449,-5.43982957,27.96141,120.73461,27.93079,120.82979,-1,0,0.0
300,911,40.26839534,6.819557478,27.9685,120.75992,27.96141,120.73461,10,142,125.31439843447195
945,2111,74.31308881,10.25032934,27.87922,120.78748,27.88503,120.79691,6,2476,0.0
634,1399,-27.78795459,-26.32816497,28.02449,120.60873,28.024487,120.608733,3,572,0.0
