source,target,x,y,slat,slng,tlat,tlng,label,fre,ebt
1680,2539,27.71574897,-14.17810252,27.96413,120.67139,27.97231,120.62724,-1,6,0
438,1351,-56.64288619,-27.00403862,28.03933,120.62364,28.04387,120.63355,7,165,0
1352,2111,73.25294568,11.18627622,27.878333,120.793611,27.88503,120.79691,6,113,0
608,1502,-1.349796087,15.01365831,27.99367,120.69233,27.991292,120.664871,4,46,0
1230,1958,-37.5617173,7.900321083,28.02816,120.65689,28.01842,120.65967,-1,12,0
477,2780,17.02148153,43.10254662,27.994763,120.731284,28.00116,120.7232,7,34,0
1020,1341,23.47506045,48.51354042,28.00029,120.70357,27.9986,120.70953,7,125,0
1870,2164,-7.15770792,9.630341839,27.99576,120.6574,28.01286,120.66582,3,0,139.1722296
1298,2658,-48.95595627,2.639984492,28.01943,120.636564,28.023438,120.62652,-1,118,0
1215,1841,5.750251327,-48.3616361,27.98702,120.60848,27.980151,120.605199,8,1107,0
550,2881,19.81174897,56.82239877,28.0076,120.72365,28.00606,120.714808,7,104,0
2092,2506,-27.71620449,-3.374414021,28.0195,120.63455,28.02561,120.63825,-1,18,0
1262,2281,4.440463401,2.854844233,27.98453,120.66027,28.00143,120.63625,-1,4,0
2094,2938,-13.73527257,-18.85208895,27.992,120.60987,28.02158,120.59654,-1,8,0.417979401
2010,2846,-1.22636046,34.65986212,27.99742,120.68104,28.00084,120.68266,4,62,0
1249,1423,-22.73064543,6.103632156,28.00533,120.6479,28.0149,120.64587,3,4,0
133,972,35.92043285,-8.135548791,27.9535,120.69621,27.94366,120.68317,5,6070,0
130,2181,34.01343429,-47.14500745,27.90369,120.65562,27.895193,120.668359,3,118,0
448,1429,-24.59031753,-22.27603776,28.024644,120.599644,28.019912,120.604277,3,151,0
384,1423,-24.0882693,2.367082011,28.01405,120.63301,28.0149,120.64587,-1,9,0
1129,1218,64.44639829,-12.13184537,27.91593,120.8267,27.91539,120.8198,6,1699,0
573,954,-28.46814975,43.26788452,28.014374,120.672952,28.018214,120.672196,3,649,0
1402,2687,6.518369586,47.21575152,28.014576,120.681581,28.0443,120.70804,-1,47,0
1449,2225,11.19007469,43.12928229,28.01592,120.69364,28.01963,120.71371,7,53,90.87242993
317,2801,-44.04071153,32.83510951,28.01994,120.655,28.01569,120.65545,3,526,0
120,2316,-23.5795753,-22.71453518,28.0183,120.607999,28.0271,120.60091,3,56,0
204,1038,-6.368746521,-20.73483534,27.99015,120.62566,27.9897,120.63813,8,181,0
1373,1594,-16.6639207,19.37117752,28.01793,120.66445,28.013672,120.663632,3,125,0
2542,2614,-48.08968751,-4.872851205,28.01903,120.61189,28.01688,120.6293,-1,12,0
970,1926,-29.37499516,43.04889224,28.014998,120.674961,28.01239,120.67322,3,67,0
