source,target,x,y,slat,slng,tlat,tlng,label,mid_x,mid_y
560,2644,9.055789256,45.34599341,28.016323,120.703784,28.019199,120.784475,-1,28.02407278070176,120.76344128508772
584,824,-1.671355988,-9.153559524,27.99383,120.62841,28.002956,120.643807,-1,27.994554579966323,120.63662441498319
1022,1839,21.45017111,43.05826106,27.99539,120.7173,27.97706,120.75192,-1,27.9832064862249,120.73087542814596
308,1830,-12.5207259,-48.95192882,28.07118,120.58698,28.0362,120.58118,-1,28.055907617021266,120.58436497517738
1991,2118,-0.062165164,12.84773536,28.00104,120.67237,27.99228,120.66244,-1,28.002290893566702,120.6712867918639
1470,2842,16.67726777,4.186612125,27.97225,120.68006,27.98853,120.69743,-1,27.98019494043322,120.67445415667837
1977,2567,-2.309384152,14.3927402,27.99753,120.67522,27.992138,120.656444,-1,27.98019494043322,120.67445415667837
1767,2227,4.941253742,3.269570743,27.97914,120.65482,27.98375,120.66578,-1,27.98019494043322,120.67445415667837
270,2557,-10.9990908,31.04353462,28.01764,120.68649,28.014329,120.680824,-1,28.01665533166333,120.68395215130259
1015,1503,-37.03657684,-36.66857258,28.02245,120.61239,28.0363,120.5857,-1,28.02754658695652,120.5927625666996
1432,2344,-9.374518035,-9.748945233,28.00892,120.62295,28.000843,120.64058,-1,28.013442647701144,120.63344099195398
1092,1638,0.191087033,16.48522978,27.96187,120.66042,27.99258,120.67111,-1,27.98019494043322,120.67445415667837
846,1821,11.19146102,69.43423287,28.00453,120.74869,27.98011,120.74803,-1,27.9832064862249,120.73087542814596
403,1316,32.04781907,4.107464678,27.98093,120.71034,27.97332,120.71019,-1,27.9832064862249,120.73087542814596
1391,2357,31.9480584,-12.69400533,27.95467,120.69939,27.92044,120.6689,-1,27.94569042978723,120.70458875957449
1683,2023,9.546168113,-36.44883249,27.95708,120.67304,27.97172,120.61373,-1,27.974714922237407,120.64213955798085
2528,2581,-36.96413028,13.28516306,28.023744,120.653645,28.020019,120.648575,-1,28.02646435607571,120.64822032843621
795,1563,31.82073885,-36.4355487,27.91839,120.66065,27.92204,120.69661,-1,27.910377117283947,120.66762170576135
247,2644,7.133765225,69.85350333,28.04031,120.70544,28.019199,120.784475,-1,28.02407278070176,120.76344128508772
2,2053,-18.84074675,-8.245467698,28.00506,120.63866,28.01003,120.63016,-1,28.013442647701144,120.63344099195398
138,1963,-65.56129166,16.13586108,28.04427,120.69476,28.050194,120.692298,-1,28.035213041284393,120.68631727293578
178,1089,-29.82800398,9.377526361,28.01444,120.65108,28.02804,120.57818,-1,28.026435845454554,120.61261207272723
691,2292,-24.74924778,-58.34052611,28.05782,120.58736,28.04572,120.58643,-1,28.044052805114628,120.59764638977073
609,772,-44.54551048,-28.74622053,28.02096,120.62016,28.05187,120.61117,-1,28.032579904438965,120.61508961282372
495,738,50.14198526,-4.512464545,27.994253,120.830533,27.9652,120.81554,-1,27.982171395833337,120.81685153125
160,1496,33.21042702,40.60349281,27.97864,120.71467,27.97767,120.70127,-1,27.997167498855806,120.6965559652936
217,1444,-9.028326935,-32.44093755,28.01578,120.59444,28.019216,120.588125,-1,28.02754658695652,120.5927625666996
496,2778,-6.096905099,-11.56241025,27.993833,120.628333,27.99859,120.64039,-1,27.994554579966323,120.63662441498319
89,273,-45.86492513,17.73999777,28.0164,120.65703,28.02613,120.64691,-1,28.02646435607571,120.64822032843621
178,2703,-37.35954592,18.79754756,28.01444,120.65108,27.99103,120.63464,-1,27.994554579966323,120.63662441498319
552,1110,34.53144298,-8.227787572,27.96536,120.74141,27.946867,120.69923,-1,27.94569042978723,120.70458875957449
487,2180,2.76733624,3.202168419,27.98776,120.67428,27.98333,120.65125,-1,27.98019494043322,120.67445415667837
35,2568,-29.58491607,-55.8788988,28.06905,120.57281,28.04901,120.58582,-1,28.055907617021266,120.58436497517738
1774,2420,7.695646106,-43.21913404,27.99094,120.65242,27.98362,120.61785,-1,27.974714922237407,120.64213955798085
79,859,30.12337437,-25.62809116,27.921889,120.696181,27.95386,120.68203,-1,27.94376377530121,120.6807762915662
667,1376,33.34033927,30.8755967,27.986198,120.732437,27.99176,120.72451,-1,27.9832064862249,120.73087542814596
2415,2912,-15.22340539,21.88216133,28.02,120.655,28.02671,120.65844,-1,28.02646435607571,120.64822032843621
920,2319,14.91013965,-30.23079195,27.94553,120.6091,27.97631,120.60491,-1,27.963814004726906,120.59917123319326
2198,2542,-24.40617751,-13.60137872,28.01139,120.622331,28.01903,120.61189,-1,28.016462121890555,120.61551500621884
599,1496,33.19431798,40.27927123,27.97321,120.72684,27.97767,120.70127,-1,27.976492617449654,120.70585284228184
287,1184,-2.637684529,-17.92870658,27.986822,120.630326,27.982012,120.645724,-1,27.974714922237407,120.64213955798085
317,1828,3.008953264,-5.380765905,28.01994,120.655,28.039716,120.651201,-1,28.02646435607571,120.64822032843621
1262,2418,19.14173348,-7.379403902,27.98453,120.66027,27.93672,120.67951,-1,27.94376377530121,120.6807762915662
599,1187,29.50795143,3.45277443,27.97321,120.72684,27.96331,120.66311,-1,27.962562888998033,120.69584413064827
47,1022,15.36205054,31.87593945,27.97433,120.75967,27.99539,120.7173,-1,27.9832064862249,120.73087542814596
422,2670,-2.835728654,56.40639027,28.00525,120.70299,28.004123,120.680295,-1,27.997167498855806,120.6965559652936
1052,2405,20.37851998,-6.799370063,27.97486,120.72843,27.96984,120.68551,-1,27.962562888998033,120.69584413064827
620,2446,-1.632825534,8.57107837,27.99255,120.65651,27.98763,120.66308,-1,27.98019494043322,120.67445415667837
621,1774,8.150774926,-41.47344173,27.98848,120.61075,27.99094,120.65242,-1,27.974714922237407,120.64213955798085
655,1842,-66.68593869,17.81368865,28.03962,120.71918,28.02971,120.77817,-1,28.02407278070176,120.76344128508772
1717,2849,9.849403411,-37.01334206,27.99375,120.61713,27.92064,120.57853,-1,27.963814004726906,120.59917123319326
319,2237,25.09753737,-9.612250534,27.93831,120.66539,27.92797,120.69797,-1,27.94376377530121,120.6807762915662
1502,2353,1.96207908,11.57439518,27.991292,120.664871,27.973777,120.682079,-1,27.98019494043322,120.67445415667837
1026,2224,14.88721905,13.3912368,27.981479,120.677436,27.98445,120.67253,-1,27.98019494043322,120.67445415667837
224,758,4.000736915,24.93412398,28.01492,120.66976,27.99542,120.68153,-1,28.002290893566702,120.6712867918639
1543,2124,32.44569587,13.4248904,28.03307,120.79284,28.0048,120.764,-1,28.02407278070176,120.76344128508772
1329,1959,-42.9608026,10.37321228,28.02655,120.65947,28.02514,120.6594,-1,28.02646435607571,120.64822032843621
691,986,-42.06941856,-46.51859532,28.05782,120.58736,28.077531,120.587363,-1,28.06240307891061,120.60650673393843
312,1052,20.49959939,-6.942893494,27.97483,120.67456,27.97486,120.72843,-1,27.962562888998033,120.69584413064827
54,113,-23.76816882,-3.939378618,28.018598,120.620672,28.01211,120.63736,-1,28.013442647701144,120.63344099195398
1108,1794,37.54204796,-13.40033449,27.924685,120.69711,27.94302,120.67619,-1,27.94376377530121,120.6807762915662
865,2316,-30.16423605,-34.6548328,28.0464,120.604,28.0271,120.60091,-1,28.032579904438965,120.61508961282372
1865,2241,40.90384052,40.76326498,27.97506,120.73909,27.98751,120.72346,-1,27.9832064862249,120.73087542814596
191,1308,15.45174187,5.613254331,27.96628,120.68116,27.98404,120.68203,-1,27.98019494043322,120.67445415667837
556,959,-10.49615072,7.582025957,27.99014,120.62903,28.009115,120.657413,-1,27.994554579966323,120.63662441498319
1398,1474,-14.05048954,-36.55010524,28.02438,120.60303,28.02436,120.58545,-1,28.02754658695652,120.5927625666996
46,813,-33.98540023,-7.615061996,28.04917,120.61056,28.01833,120.607999,-1,28.032579904438965,120.61508961282372
675,972,31.82357707,-39.0959716,27.91318,120.6689,27.94366,120.68317,-1,27.94376377530121,120.6807762915662
1845,2279,23.02808424,39.78105399,27.99406,120.72557,27.98388,120.70501,-1,27.997167498855806,120.6965559652936
1749,2668,21.04479581,-43.72732666,27.97581,120.57281,27.94903,120.59549,-1,27.963814004726906,120.59917123319326
211,1150,-8.837103359,-30.76595473,28.01211,120.58988,28.00906,120.58854,-1,28.02754658695652,120.5927625666996
3,1159,-27.2254125,-42.84906407,28.03927,120.5877,28.02791,120.59925,-1,28.02754658695652,120.5927625666996
409,2254,63.57447275,-7.460513283,27.95855,120.75661,27.923401,120.816621,-1,27.95000695011086,120.78102508758309
1582,2021,15.73736552,0.218492572,27.96936,120.67444,27.92043,120.68424,-1,27.94376377530121,120.6807762915662
9,318,-30.85373688,34.90129864,27.99378,120.6501,27.97271,120.64743,-1,27.990803190363362,120.65275680331753
414,603,13.83146105,-34.48918605,27.96162,120.59686,27.97164,120.62661,-1,27.963814004726906,120.59917123319326
287,2428,1.952850773,-11.68050038,27.986822,120.630326,27.98819,120.6531,-1,27.974714922237407,120.64213955798085
1052,2643,24.69929213,25.57143866,27.97486,120.72843,27.98611,120.71722,-1,27.9832064862249,120.73087542814596
1221,2146,-39.38293732,-33.75828769,28.074942,120.604791,28.051431,120.600469,-1,28.06240307891061,120.60650673393843
2092,2745,-35.11282505,-3.519437014,28.0195,120.63455,28.02921,120.62987,-1,28.02646435607571,120.64822032843621
217,1560,-37.4145077,-31.02306315,28.01578,120.59444,28.034241,120.588717,-1,28.02754658695652,120.5927625666996
1506,2507,-52.67047464,20.31654889,28.02799,120.66168,28.02519,120.66642,-1,28.02646435607571,120.64822032843621
728,2446,1.588085808,5.129053754,27.98895,120.65771,27.98763,120.66308,-1,27.98019494043322,120.67445415667837
1528,2528,-36.81384922,14.60824964,28.01484,120.64575,28.023744,120.653645,-1,28.02646435607571,120.64822032843621
389,1169,-16.99716214,-24.19827823,28.01058,120.62116,28.01606,120.6036,-1,28.016462121890555,120.61551500621884
301,2853,17.66472258,-30.35383179,27.93112,120.5882,27.97599,120.59211,-1,27.963814004726906,120.59917123319326
319,1239,32.02753093,-44.64854727,27.93831,120.66539,27.87124,120.64996,-1,27.92814268055556,120.66047484027779
409,410,44.75395783,3.659896982,27.95855,120.75661,27.95123,120.82795,-1,27.95000695011086,120.78102508758309
2089,2120,-10.29033229,6.121085392,27.970224,120.651685,28.00312,120.65388,-1,27.990803190363362,120.65275680331753
1085,1713,-30.29472378,-14.64259428,28.0257,120.6129,28.01567,120.62619,-1,28.016462121890555,120.61551500621884
405,1549,19.53193367,30.71524295,27.989232,120.680662,27.98966,120.70619,-1,27.997167498855806,120.6965559652936
1699,1947,-1.005087234,43.31538874,27.97659,120.67899,27.98803,120.67876,-1,27.98019494043322,120.67445415667837
1416,1713,-29.99005962,-8.030369813,28.01137,120.64581,28.01567,120.62619,-1,28.013442647701144,120.63344099195398
1141,1161,29.39566004,-41.9200866,27.933084,120.674452,27.90218,120.626462,-1,27.910377117283947,120.66762170576135
502,1837,-0.327713281,-16.08750483,27.975415,120.651576,27.98603,120.63754,-1,27.974714922237407,120.64213955798085
52,642,49.78875907,0.239321895,27.93816,120.80145,27.942723,120.757662,-1,27.95000695011086,120.78102508758309
1392,2644,37.35833748,12.63462006,28.00462,120.76392,28.019199,120.784475,-1,27.999142064102553,120.7773517179487
1255,2010,-4.522289061,36.63502016,27.9997,120.67055,27.99742,120.68104,-1,28.002290893566702,120.6712867918639
119,1360,24.87561231,46.36538341,27.994472,120.703061,27.993854,120.698744,-1,27.997167498855806,120.6965559652936
841,1455,-35.44853499,-9.047147134,28.0171,120.63698,28.03905,120.62757,-1,28.02646435607571,120.64822032843621
457,2686,10.93040544,61.92154702,28.01851,120.70462,28.0508,120.683,-1,28.035213041284393,120.68631727293578
1285,1432,-37.37427142,-24.93917578,28.04108,120.61641,28.00892,120.62295,-1,28.02620499278847,120.62795083653852
25,1706,29.02715228,-16.19375482,27.976204,120.667973,27.9208,120.70586,-1,27.94376377530121,120.6807762915662
560,643,-62.9341516,11.4688378,28.016323,120.703784,28.04355,120.65147,-1,28.035213041284393,120.68631727293578
164,2446,-1.838893235,8.944131305,27.95724,120.65969,27.98763,120.66308,-1,27.98019494043322,120.67445415667837
409,2248,47.7688405,2.60123497,27.95855,120.75661,27.97512,120.69186,-1,27.962562888998033,120.69584413064827
1470,1994,2.683407427,13.40887625,27.97225,120.68006,27.992378,120.669665,-1,27.98019494043322,120.67445415667837
1051,1159,-31.38982204,-34.94484377,28.04252,120.60963,28.02791,120.59925,-1,28.032579904438965,120.61508961282372
2189,2914,-31.93606026,0.599906509,28.01722,120.63141,28.01922,120.64427,-1,28.013442647701144,120.63344099195398
2021,2353,15.66165189,-1.215740323,27.92043,120.68424,27.973777,120.682079,-1,27.94376377530121,120.6807762915662
599,2418,27.57037232,-6.138004927,27.97321,120.72684,27.93672,120.67951,-1,27.94569042978723,120.70458875957449
449,1794,39.09637615,-12.29461076,27.93173,120.70133,27.94302,120.67619,-1,27.94376377530121,120.6807762915662
407,2156,-10.73693616,-40.38959113,28.026727,120.58226,28.02454,120.591434,-1,28.02754658695652,120.5927625666996
1316,2209,28.22210046,5.136270358,27.97332,120.71019,27.96734,120.67106,-1,27.962562888998033,120.69584413064827
672,1187,10.36147172,-27.57193743,27.96719,120.59359,27.96331,120.66311,-1,27.974714922237407,120.64213955798085
1723,2446,-2.282913273,12.76211552,28.01437,120.67295,27.98763,120.66308,-1,28.002290893566702,120.6712867918639
1494,2763,-48.72611672,-17.19121841,28.04977,120.64759,28.06783,120.61801,-1,28.06240307891061,120.60650673393843
510,1273,-34.76245168,-36.83015958,28.04567,120.60077,28.02347,120.61544,-1,28.02754658695652,120.5927625666996
409,799,61.49199857,-4.925507894,27.95855,120.75661,27.93368,120.81563,-1,27.95000695011086,120.78102508758309
518,1506,-23.55734651,35.15020906,28.025347,120.666909,28.02799,120.66168,-1,28.02646435607571,120.64822032843621
779,1432,-35.16436303,-5.163089227,28.03387,120.594038,28.00892,120.62295,-1,28.027282092592593,120.60642392592591
1724,2619,13.03652876,30.9976206,28.00258,120.70728,27.992814,120.696225,-1,27.997167498855806,120.6965559652936
720,1589,35.42315678,15.44913588,27.97976,120.74186,28.02956,120.75507,-1,27.9832064862249,120.73087542814596
42,1380,-5.649161959,6.339144764,28.0014,120.65569,28.00675,120.68244,-1,28.002290893566702,120.6712867918639
171,341,-8.785552349,-14.25294633,28.00072,120.63977,27.98975,120.64468,-1,27.994554579966323,120.63662441498319
547,2214,9.12349039,15.10739204,27.98521,120.67877,27.9598,120.68203,-1,27.98019494043322,120.67445415667837
1081,2118,-7.200977217,12.69220615,27.997963,120.659738,27.99228,120.66244,-1,28.002290893566702,120.6712867918639
48,780,-7.589782175,31.36212602,28.01947,120.67661,28.01006,120.68043,-1,28.002290893566702,120.6712867918639
15,171,-2.839564488,-13.1088556,27.97664,120.63227,28.00072,120.63977,-1,27.994554579966323,120.63662441498319
446,2180,-1.064743851,-12.2825569,27.98581,120.61459,27.98333,120.65125,-1,27.974714922237407,120.64213955798085
1646,2581,-35.42061733,4.122269308,28.03083,120.63755,28.020019,120.648575,-1,28.02646435607571,120.64822032843621
876,1620,-25.46483792,-10.85572646,28.01851,120.63892,28.01578,120.62194,-1,28.013442647701144,120.63344099195398
1578,2228,17.84630233,-33.41538177,27.97058,120.5853,27.94986,120.5872,-1,27.963814004726906,120.59917123319326
633,2232,26.00155564,46.55951547,27.98491,120.70392,27.99607,120.71016,-1,27.997167498855806,120.6965559652936
1388,1432,-26.19750301,-1.271106649,28.01822,120.64711,28.00892,120.62295,-1,28.013442647701144,120.63344099195398
1848,2301,18.85127841,-12.58168387,27.96164,120.66747,27.97211,120.77582,-1,27.962562888998033,120.69584413064827
584,872,1.099729044,-12.17411983,27.99383,120.62841,27.98477,120.64882,-1,27.974714922237407,120.64213955798085
815,1708,-10.5269709,-38.0199202,28.022225,120.579329,28.02381,120.59717,-1,28.02754658695652,120.5927625666996
176,2666,-36.10609554,-22.33576695,28.02521,120.6105,28.04116,120.62863,-1,28.032579904438965,120.61508961282372
1429,2602,-20.61325496,-45.26195407,28.019912,120.604277,28.041463,120.586511,-1,28.02754658695652,120.5927625666996
191,773,3.716742233,17.72454486,27.96628,120.68116,27.989406,120.673557,-1,27.98019494043322,120.67445415667837
1742,1939,-1.887353407,55.39437317,28.010383,120.6909,28.00197,120.68016,-1,27.997167498855806,120.6965559652936
2055,2840,-38.83316673,-6.14805382,28.02288,120.63142,28.04323,120.58656,-1,28.044052805114628,120.59764638977073
1833,2715,-3.564109628,12.50987204,28.004724,120.662825,27.99435,120.66326,-1,28.002290893566702,120.6712867918639
2467,2483,-37.964513,-6.621299282,28.025613,120.638246,28.02455,120.61196,-1,28.032579904438965,120.61508961282372
1596,2258,-35.0439592,6.952064173,28.027266,120.655901,28.01658,120.65764,-1,28.02646435607571,120.64822032843621
609,1455,-58.8580235,-5.738165784,28.02096,120.62016,28.03905,120.62757,-1,28.032579904438965,120.61508961282372
467,2354,4.677706161,32.5985015,28.012398,120.68848,28.005487,120.689347,-1,27.997167498855806,120.6965559652936
615,1244,3.122211607,15.57887529,27.99109,120.67677,28.00503,120.67134,-1,28.002290893566702,120.6712867918639
906,2620,-5.46327401,10.88920449,28.01211,120.69386,28.005401,120.667985,-1,28.01665533166333,120.68395215130259
1386,1742,6.200611568,43.5496804,27.98557,120.68544,28.010383,120.6909,-1,27.997167498855806,120.6965559652936
270,1790,1.455910891,27.75438777,28.01764,120.68649,28.00243,120.67766,-1,27.997167498855806,120.6965559652936
1058,2840,-37.91337256,-5.63718694,28.04752,120.63044,28.04323,120.58656,-1,28.044052805114628,120.59764638977073
669,1058,-44.26093532,-3.762587236,28.01255,120.63174,28.04752,120.63044,-1,28.02620499278847,120.62795083653852
341,2767,-4.074729981,-11.91993191,27.98975,120.64468,28.00293,120.64916,-1,27.994554579966323,120.63662441498319
1839,2300,18.95485807,55.99291118,27.97706,120.75192,27.99832,120.72424,-1,27.9832064862249,120.73087542814596
247,2650,-16.59881232,29.87429093,28.04031,120.70544,28.024386,120.675309,-1,28.01665533166333,120.68395215130259
1306,2229,-11.15630343,3.164492327,27.99383,120.62833,27.99852,120.65649,-1,27.994554579966323,120.63662441498319
636,2540,18.65281557,26.07545173,27.98612,120.70958,27.991878,120.694119,-1,27.997167498855806,120.6965559652936
292,1759,-40.72453581,8.537084317,28.02857,120.65898,28.018481,120.682668,-1,28.02646435607571,120.64822032843621
961,2568,-29.2808147,-57.2661775,28.06451,120.58223,28.04901,120.58582,-1,28.055907617021266,120.58436497517738
2818,2827,-33.18658488,-39.30290809,28.04104,120.58846,28.05657,120.60001,-1,28.044052805114628,120.59764638977073
2007,2765,35.68847077,11.98614031,27.99715,120.77526,27.99898,120.82573,-1,27.999142064102553,120.7773517179487
387,1015,-14.79559854,-36.02539238,28.0246,120.58292,28.02245,120.61239,-1,28.02754658695652,120.5927625666996
343,936,-37.06616768,-14.53332404,28.03943,120.62365,28.02145,120.63334,-1,28.02646435607571,120.64822032843621
659,2228,18.90834061,-29.76796341,27.98025,120.58452,27.94986,120.5872,-1,27.963814004726906,120.59917123319326
972,2250,36.4779186,-14.03949488,27.94366,120.68317,27.92446,120.6923,-1,27.94376377530121,120.6807762915662
414,1667,15.40792171,-40.89260888,27.96162,120.59686,27.93583,120.61337,-1,27.963814004726906,120.59917123319326
454,2758,9.436041132,12.31901581,27.98,120.66708,27.98519,120.67735,-1,27.98019494043322,120.67445415667837
714,2318,-36.57981078,11.51515023,28.02373,120.65221,28.0217,120.647,-1,28.02646435607571,120.64822032843621
487,1026,4.836170886,16.09042724,27.98776,120.67428,27.981479,120.677436,-1,27.98019494043322,120.67445415667837
46,2198,-40.34643972,-6.086560262,28.04917,120.61056,28.01139,120.622331,-1,28.02620499278847,120.62795083653852
545,633,18.89362376,29.47679158,27.96676,120.65937,27.98491,120.70392,-1,27.98019494043322,120.67445415667837
900,1101,37.62605678,12.94798151,28.00452,120.76393,28.008865,120.778256,-1,28.02407278070176,120.76344128508772
142,1058,-42.45306372,-25.34792078,28.07201,120.60483,28.04752,120.63044,-1,28.06240307891061,120.60650673393843
659,2668,17.4811231,-30.19785368,27.98025,120.58452,27.94903,120.59549,-1,27.963814004726906,120.59917123319326
46,2860,-47.90917474,-44.80205028,28.04917,120.61056,28.0702,120.62208,-1,28.06240307891061,120.60650673393843
1398,1428,-30.06753802,-30.44060139,28.02438,120.60303,28.02259,120.62662,-1,28.032579904438965,120.61508961282372
160,1511,35.07007739,25.05282595,27.97864,120.71467,27.97302,120.73654,-1,27.9832064862249,120.73087542814596
865,1399,-35.95947159,-33.94907914,28.0464,120.604,28.024487,120.608733,-1,28.032579904438965,120.61508961282372
343,2568,-40.03889816,-20.62490744,28.03943,120.62365,28.04901,120.58582,-1,28.044052805114628,120.59764638977073
646,832,-63.16652954,16.07391687,28.02101,120.67872,28.05231,120.68005,-1,28.02646435607571,120.64822032843621
741,1005,-11.10940383,7.651433885,27.95095,120.65688,28.00628,120.65332,-1,27.990803190363362,120.65275680331753
906,1947,-2.150948919,42.6802918,28.01211,120.69386,27.98803,120.67876,-1,27.997167498855806,120.6965559652936
49,1094,-10.02095513,-34.38731704,28.02104,120.58411,28.01845,120.59962,-1,28.02754658695652,120.5927625666996
2248,2279,21.89221859,4.208045241,27.97512,120.69186,27.98388,120.70501,-1,27.98019494043322,120.67445415667837
1895,2074,30.06464713,42.55567621,27.96905,120.70307,27.986124,120.709577,-1,27.9832064862249,120.73087542814596
358,2300,27.33076497,32.50234135,27.96854,120.74135,27.99832,120.72424,-1,27.9832064862249,120.73087542814596
409,1335,56.18142132,-5.062678624,27.95855,120.75661,27.92006,120.82563,-1,27.95000695011086,120.78102508758309
436,1977,-5.15338233,21.84938551,28.01004,120.66769,27.99753,120.67522,-1,28.002290893566702,120.6712867918639
1483,2342,21.35409775,27.82582883,27.9897,120.71206,27.96902,120.74658,-1,27.9832064862249,120.73087542814596
468,2746,-36.43043612,-30.54368635,28.02464,120.59155,28.03863,120.61579,-1,28.032579904438965,120.61508961282372
448,2602,-18.38539322,-35.70593386,28.024644,120.599644,28.041463,120.586511,-1,28.02754658695652,120.5927625666996
227,2890,-36.81156461,-10.88091031,28.05333,120.63083,28.02424,120.6348,-1,28.02646435607571,120.64822032843621
1290,2354,-2.881529739,57.6036527,28.003203,120.691994,28.005487,120.689347,-1,27.997167498855806,120.6965559652936
1772,1900,-18.58474958,-30.86299021,28.02618,120.60498,28.06605,120.58485,-1,28.04742324999999,120.59685826666662
599,896,18.68267294,-12.31978287,27.97321,120.72684,27.93874,120.62121,-1,27.962562888998033,120.69584413064827
2080,2599,-4.839922067,13.1353467,27.994449,120.671107,28.00304,120.66839,-1,28.002290893566702,120.6712867918639
627,2890,-68.49565362,4.242629498,28.0494,120.66193,28.02424,120.6348,-1,28.02646435607571,120.64822032843621
1441,2191,-32.5399847,2.125694759,28.04381,120.65767,28.022725,120.642908,-1,28.02646435607571,120.64822032843621
1007,2519,23.35524953,1.977850997,27.96558,120.68672,27.99715,120.70087,-1,27.976299458955218,120.69459687686565
651,1900,-35.0887054,-42.64585319,28.05562,120.60146,28.06605,120.58485,-1,28.06240307891061,120.60650673393843
1391,2788,32.3707111,-12.29499497,27.95467,120.69939,27.96243,120.65546,-1,27.962562888998033,120.69584413064827
365,2229,-30.03709438,34.18332718,27.98328,120.65734,27.99852,120.65649,-1,27.990803190363362,120.65275680331753
775,2145,32.68341243,-13.55076549,27.9189,120.64478,27.93258,120.73604,-1,27.910377117283947,120.66762170576135
198,1255,-1.671347827,22.57797044,27.99428,120.679324,27.9997,120.67055,-1,28.002290893566702,120.6712867918639
1134,2129,-6.46809288,-16.03261854,27.99644,120.63354,27.98951,120.64774,-1,27.974714922237407,120.64213955798085
642,2835,71.48092955,-7.614871956,27.942723,120.757662,27.94411,120.78597,-1,27.95000695011086,120.78102508758309
1273,1535,-54.1403163,-1.499596304,28.02347,120.61544,28.03768,120.63277,-1,28.032579904438965,120.61508961282372
565,1394,3.464215321,15.86506436,28.00841,120.66454,27.99572,120.672658,-1,28.002290893566702,120.6712867918639
1736,2198,-43.14516253,-5.887847815,28.029592,120.6244,28.01139,120.622331,-1,28.02620499278847,120.62795083653852
653,2116,-17.99224437,-49.66703643,28.03924,120.56603,28.04925,120.60197,-1,28.044052805114628,120.59764638977073
1365,1651,34.94528372,20.06428958,27.982061,120.727042,27.97707,120.74717,-1,27.9832064862249,120.73087542814596
14,259,-60.4160137,15.06412093,28.02496,120.66541,28.05022,120.66531,-1,28.02646435607571,120.64822032843621
80,1433,-24.70221976,5.629176507,28.01143,120.62756,28.015196,120.648057,-1,28.013442647701144,120.63344099195398
1534,2621,-23.1547122,44.28877516,28.017189,120.678534,28.01036,120.67777,-1,28.002290893566702,120.6712867918639
866,2241,31.3301956,31.68303765,27.97155,120.73972,27.98751,120.72346,-1,27.9832064862249,120.73087542814596
1742,2535,-22.27745754,46.46746282,28.010383,120.6909,28.01377,120.68309,-1,28.01665533166333,120.68395215130259
475,522,5.783735257,-37.52004551,27.98226,120.62389,27.95536,120.60011,-1,27.963814004726906,120.59917123319326
1308,2190,16.20264611,14.04237158,27.98404,120.68203,27.98235,120.67423,-1,27.98019494043322,120.67445415667837
647,2295,-0.971562826,-14.99306569,27.9749,120.63133,27.99006,120.64119,-1,27.994554579966323,120.63662441498319
142,2146,-37.56304399,-43.98456467,28.07201,120.60483,28.051431,120.600469,-1,28.06240307891061,120.60650673393843
365,1870,-0.438829183,3.278909439,27.98328,120.65734,27.99576,120.6574,-1,27.990803190363362,120.65275680331753
638,2531,-7.256553632,-16.46338149,27.99736,120.62159,27.99591,120.64416,-1,27.994554579966323,120.63662441498319
17,1895,14.38447076,7.06731344,27.97886,120.67718,27.96905,120.70307,-1,27.962562888998033,120.69584413064827
308,1592,-35.01303744,-59.10635611,28.07118,120.58698,28.04448,120.57033,-1,28.055907617021266,120.58436497517738
160,2298,20.54269451,2.270546737,27.97864,120.71467,27.92952,120.68107,-1,27.966321200000003,120.70334727500001
1870,2597,-9.615714427,42.27692282,27.99576,120.6574,27.993358,120.671015,-1,28.002290893566702,120.6712867918639
1294,2513,-34.39852403,-45.00972923,28.06952,120.58518,28.060569,120.603702,-1,28.06240307891061,120.60650673393843
160,2160,39.42619549,20.08660523,27.97864,120.71467,27.9668,120.7548,-1,27.9832064862249,120.73087542814596
741,1238,-10.82256103,8.334713304,27.95095,120.65688,28.00439,120.65275,-1,27.990803190363362,120.65275680331753
306,1699,16.33134868,-2.267073636,27.93177,120.67802,27.97659,120.67899,-1,27.94376377530121,120.6807762915662
522,2788,4.205119911,-13.79164363,27.95536,120.60011,27.96243,120.65546,-1,27.957504975000006,120.62837827500002
1398,2588,-36.73864727,-30.16291623,28.02438,120.60303,28.02213,120.5743,-1,28.02754658695652,120.5927625666996
795,1092,29.01276969,-41.4232025,27.91839,120.66065,27.96187,120.66042,-1,27.92814268055556,120.66047484027779
2341,2366,8.329944647,22.78960352,27.98923,120.68066,27.97973,120.67677,-1,27.98019494043322,120.67445415667837
213,2189,-48.49201847,-5.619588788,28.01009,120.63564,28.01722,120.63141,-1,28.013442647701144,120.63344099195398
724,2334,-1.749735286,-16.59617557,27.99279,120.64931,27.98855,120.64216,-1,27.990803190363362,120.65275680331753
1492,1988,-28.12217434,-2.272016686,28.02508,120.63816,28.01854,120.63879,-1,28.02646435607571,120.64822032843621
15,2682,-2.810302058,-15.36735631,27.97664,120.63227,27.99605,120.64769,-1,27.994554579966323,120.63662441498319
1749,1804,-13.19239809,-20.30595628,27.97581,120.57281,28.00502,120.61628,-1,27.998799956349213,120.61633086111115
1470,2237,17.20929652,-6.366895021,27.97225,120.68006,27.92797,120.69797,-1,27.94376377530121,120.6807762915662
384,569,-21.98217148,-4.828214196,28.01405,120.63301,28.006636,120.635923,-1,28.013442647701144,120.63344099195398
